 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> November 26, 2024 
 ==================================================================

 Disk File Name = SRIM Outputs\Hydrogen in Carbon.txt

 Ion = Hydrogen [1] , Mass = 1.008 amu

 Target Density =  2.2530E+00 g/cm3 = 1.1296E+23 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      C      6    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
   5.50 keV   3.151E-01  8.797E-03     763 A       270 A       259 A   
   6.00 keV   3.280E-01  8.335E-03     820 A       278 A       270 A   
   6.50 keV   3.403E-01  7.926E-03     875 A       286 A       280 A   
   7.00 keV   3.521E-01  7.560E-03     929 A       293 A       290 A   
   8.00 keV   3.741E-01  6.934E-03    1034 A       306 A       309 A   
   9.00 keV   3.945E-01  6.415E-03    1135 A       318 A       325 A   
  10.00 keV   4.133E-01  5.977E-03    1232 A       328 A       340 A   
  11.00 keV   4.309E-01  5.602E-03    1326 A       337 A       354 A   
  12.00 keV   4.474E-01  5.277E-03    1417 A       345 A       366 A   
  13.00 keV   4.628E-01  4.992E-03    1506 A       352 A       378 A   
  14.00 keV   4.774E-01  4.739E-03    1593 A       359 A       389 A   
  15.00 keV   4.910E-01  4.514E-03    1677 A       365 A       399 A   
  16.00 keV   5.039E-01  4.311E-03    1760 A       370 A       409 A   
  17.00 keV   5.160E-01  4.128E-03    1841 A       376 A       418 A   
  18.00 keV   5.275E-01  3.962E-03    1920 A       381 A       427 A   
  20.00 keV   5.487E-01  3.670E-03    2075 A       390 A       443 A   
  22.50 keV   5.721E-01  3.366E-03    2263 A       400 A       461 A   
  25.00 keV   5.928E-01  3.114E-03    2444 A       409 A       478 A   
  27.50 keV   6.110E-01  2.900E-03    2620 A       418 A       493 A   
  30.00 keV   6.273E-01  2.716E-03    2793 A       425 A       507 A   
  32.50 keV   6.419E-01  2.557E-03    2961 A       432 A       521 A   
  35.00 keV   6.549E-01  2.416E-03    3126 A       438 A       533 A   
  37.50 keV   6.667E-01  2.292E-03    3289 A       444 A       545 A   
  40.00 keV   6.773E-01  2.181E-03    3449 A       449 A       556 A   
  45.00 keV   6.955E-01  1.991E-03    3764 A       460 A       576 A   
  50.00 keV   7.103E-01  1.835E-03    4072 A       470 A       595 A   
  55.00 keV   7.220E-01  1.703E-03    4375 A       479 A       613 A   
  60.00 keV   7.310E-01  1.590E-03    4675 A       488 A       629 A   
  65.00 keV   7.376E-01  1.492E-03    4972 A       496 A       645 A   
  70.00 keV   7.420E-01  1.407E-03    5267 A       503 A       660 A   
  80.00 keV   7.450E-01  1.265E-03    5855 A       521 A       688 A   
  90.00 keV   7.418E-01  1.151E-03    6444 A       537 A       715 A   
 100.00 keV   7.340E-01  1.057E-03    7039 A       552 A       740 A   
 110.00 keV   7.229E-01  9.781E-04    7641 A       567 A       765 A   
 120.00 keV   7.097E-01  9.111E-04    8255 A       582 A       789 A   
 130.00 keV   6.950E-01  8.534E-04    8881 A       597 A       813 A   
 140.00 keV   6.797E-01  8.031E-04    9522 A       612 A       837 A   
 150.00 keV   6.640E-01  7.588E-04    1.02 um      627 A       861 A   
 160.00 keV   6.484E-01  7.195E-04    1.08 um      642 A       885 A   
 170.00 keV   6.330E-01  6.844E-04    1.15 um      657 A       910 A   
 180.00 keV   6.181E-01  6.527E-04    1.22 um      673 A       934 A   
 200.00 keV   5.896E-01  5.980E-04    1.37 um      719 A       984 A   
 225.00 keV   5.570E-01  5.421E-04    1.56 um      788 A      1049 A   
 250.00 keV   5.279E-01  4.964E-04    1.77 um      858 A      1117 A   
 275.00 keV   5.018E-01  4.582E-04    1.98 um      930 A      1188 A   
 300.00 keV   4.784E-01  4.258E-04    2.21 um     1003 A      1262 A   
 325.00 keV   4.575E-01  3.980E-04    2.44 um     1077 A      1339 A   
 350.00 keV   4.385E-01  3.738E-04    2.69 um     1153 A      1419 A   
 375.00 keV   4.214E-01  3.526E-04    2.95 um     1230 A      1502 A   
 400.00 keV   4.057E-01  3.338E-04    3.21 um     1308 A      1589 A   
 450.00 keV   3.783E-01  3.020E-04    3.78 um     1573 A      1772 A   
 500.00 keV   3.551E-01  2.760E-04    4.38 um     1830 A      1967 A   
 550.00 keV   3.351E-01  2.544E-04    5.02 um     2084 A      2174 A   
 600.00 keV   3.176E-01  2.361E-04    5.70 um     2337 A      2391 A   
 650.00 keV   3.022E-01  2.204E-04    6.41 um     2589 A      2620 A   
 700.00 keV   2.886E-01  2.068E-04    7.16 um     2843 A      2859 A   
 800.00 keV   2.654E-01  1.842E-04    8.76 um     3714 A      3366 A   
 900.00 keV   2.463E-01  1.664E-04   10.49 um     4531 A      3912 A   
   1.00 MeV   2.303E-01  1.519E-04   12.35 um     5324 A      4492 A   
   1.10 MeV   2.174E-01  1.398E-04   14.33 um     6103 A      5105 A   
   1.20 MeV   2.047E-01  1.296E-04   16.43 um     6879 A      5750 A   
   1.30 MeV   1.934E-01  1.208E-04   18.65 um     7662 A      6429 A   
   1.40 MeV   1.835E-01  1.133E-04   21.00 um     8455 A      7141 A   
   1.50 MeV   1.747E-01  1.066E-04   23.48 um     9258 A      7886 A   
   1.60 MeV   1.668E-01  1.008E-04   26.07 um     1.01 um     8663 A   
   1.70 MeV   1.597E-01  9.556E-05   28.78 um     1.09 um     9472 A   
   1.80 MeV   1.533E-01  9.088E-05   31.61 um     1.17 um     1.03 um  
   2.00 MeV   1.420E-01  8.284E-05   37.62 um     1.47 um     1.21 um  
   2.25 MeV   1.303E-01  7.468E-05   45.76 um     1.90 um     1.45 um  
   2.50 MeV   1.205E-01  6.805E-05   54.60 um     2.30 um     1.70 um  
   2.75 MeV   1.122E-01  6.256E-05   64.12 um     2.70 um     1.98 um  
   3.00 MeV   1.052E-01  5.792E-05   74.31 um     3.09 um     2.27 um  
   3.25 MeV   9.899E-02  5.396E-05   85.17 um     3.49 um     2.58 um  
   3.50 MeV   9.357E-02  5.052E-05   96.67 um     3.88 um     2.91 um  
   3.75 MeV   8.877E-02  4.752E-05  108.82 um     4.29 um     3.25 um  
   4.00 MeV   8.449E-02  4.487E-05  121.61 um     4.70 um     3.61 um  
   4.50 MeV   7.715E-02  4.041E-05  149.05 um     6.17 um     4.38 um  
   5.00 MeV   7.109E-02  3.679E-05  178.97 um     7.56 um     5.21 um  
   5.50 MeV   6.599E-02  3.379E-05  211.31 um     8.92 um     6.10 um  
   6.00 MeV   6.163E-02  3.126E-05  246.05 um    10.28 um     7.05 um  
   6.50 MeV   5.786E-02  2.910E-05  283.15 um    11.64 um     8.07 um  
   7.00 MeV   5.456E-02  2.723E-05  322.58 um    13.01 um     9.14 um  
   8.00 MeV   4.907E-02  2.416E-05  408.23 um    17.97 um    11.46 um  
   9.00 MeV   4.466E-02  2.173E-05  502.90 um    22.62 um    14.01 um  
  10.00 MeV   4.104E-02  1.977E-05  606.42 um    27.17 um    16.78 um  
  11.00 MeV   3.801E-02  1.814E-05  718.62 um    31.70 um    19.76 um  
  12.00 MeV   3.543E-02  1.678E-05  839.38 um    36.28 um    22.96 um  
  13.00 MeV   3.321E-02  1.561E-05  968.57 um    40.90 um    26.37 um  
  14.00 MeV   3.128E-02  1.460E-05    1.11 mm    45.60 um    29.98 um  
  15.00 MeV   2.958E-02  1.372E-05    1.25 mm    50.38 um    33.80 um  
  16.00 MeV   2.807E-02  1.294E-05    1.41 mm    55.23 um    37.82 um  
  17.00 MeV   2.672E-02  1.225E-05    1.57 mm    60.17 um    42.03 um  
  18.00 MeV   2.551E-02  1.163E-05    1.74 mm    65.19 um    46.44 um  
  20.00 MeV   2.341E-02  1.057E-05    2.10 mm    83.72 um    55.83 um  
  22.50 MeV   2.128E-02  9.501E-06    2.60 mm   110.22 um    68.62 um  
  25.00 MeV   1.953E-02  8.635E-06    3.14 mm   135.39 um    82.56 um  
  27.50 MeV   1.808E-02  7.918E-06    3.73 mm   160.11 um    97.60 um  
  30.00 MeV   1.685E-02  7.316E-06    4.36 mm   184.75 um   113.73 um  
  32.50 MeV   1.579E-02  6.802E-06    5.04 mm   209.53 um   130.92 um  
  35.00 MeV   1.487E-02  6.358E-06    5.77 mm   234.53 um   149.15 um  
  37.50 MeV   1.407E-02  5.971E-06    6.53 mm   259.83 um   168.39 um  
  40.00 MeV   1.336E-02  5.629E-06    7.34 mm   285.46 um   188.63 um  
  45.00 MeV   1.215E-02  5.056E-06    9.08 mm   379.81 um   232.03 um  
  50.00 MeV   1.117E-02  4.592E-06   10.98 mm   468.53 um   279.19 um  
  55.00 MeV   1.036E-02  4.209E-06   13.04 mm   555.06 um   330.00 um  
  60.00 MeV   9.675E-03  3.887E-06   15.26 mm   640.88 um   384.31 um  
  65.00 MeV   9.087E-03  3.612E-06   17.62 mm   726.72 um   442.03 um  
  70.00 MeV   8.578E-03  3.375E-06   20.13 mm   813.00 um   503.05 um  
  80.00 MeV   7.739E-03  2.986E-06   25.57 mm     1.13 mm   634.58 um  
  90.00 MeV   7.076E-03  2.680E-06   31.57 mm     1.42 mm   778.19 um  
 100.00 MeV   6.538E-03  2.433E-06   38.08 mm     1.70 mm   933.19 um  
 110.00 MeV   6.093E-03  2.229E-06   45.11 mm     1.98 mm     1.10 mm  
 120.00 MeV   5.718E-03  2.058E-06   52.62 mm     2.26 mm     1.27 mm  
 130.00 MeV   5.398E-03  1.912E-06   60.60 mm     2.53 mm     1.46 mm  
 140.00 MeV   5.121E-03  1.785E-06   69.03 mm     2.81 mm     1.66 mm  
 150.00 MeV   4.880E-03  1.676E-06   77.90 mm     3.09 mm     1.86 mm  
 160.00 MeV   4.668E-03  1.579E-06   87.19 mm     3.37 mm     2.07 mm  
 170.00 MeV   4.479E-03  1.493E-06   96.89 mm     3.65 mm     2.29 mm  
 180.00 MeV   4.311E-03  1.416E-06  106.98 mm     3.94 mm     2.52 mm  
 200.00 MeV   4.023E-03  1.285E-06  128.27 mm     4.99 mm     2.99 mm  
 225.00 MeV   3.732E-03  1.153E-06  156.89 mm     6.45 mm     3.63 mm  
 250.00 MeV   3.499E-03  1.046E-06  187.56 mm     7.81 mm     4.29 mm  
 275.00 MeV   3.307E-03  9.575E-07  220.16 mm     9.11 mm     4.99 mm  
 300.00 MeV   3.146E-03  8.835E-07  254.53 mm    10.36 mm     5.72 mm  
 325.00 MeV   3.010E-03  8.204E-07  290.56 mm    11.58 mm     6.48 mm  
 350.00 MeV   2.893E-03  7.660E-07  328.12 mm    12.78 mm     7.25 mm  
 375.00 MeV   2.792E-03  7.185E-07  367.12 mm    13.97 mm     8.05 mm  
 400.00 MeV   2.704E-03  6.768E-07  407.47 mm    15.13 mm     8.86 mm  
