 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> November 26, 2024 
 ==================================================================

 Disk File Name = SRIM Outputs\Hydrogen in Gold.txt

 Ion = Hydrogen [1] , Mass = 1.008 amu

 Target Density =  1.9311E+01 g/cm3 = 5.9040E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Au     79    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
  11.00 MeV   1.692E-02  8.312E-06  202.35 um    14.00 um    24.49 um  
  12.00 MeV   1.598E-02  7.713E-06  232.95 um    15.81 um    27.87 um  
  13.00 MeV   1.515E-02  7.199E-06  265.30 um    17.67 um    31.42 um  
  14.00 MeV   1.441E-02  6.753E-06  299.39 um    19.59 um    35.14 um  
  15.00 MeV   1.376E-02  6.362E-06  335.17 um    21.55 um    39.00 um  
  16.00 MeV   1.317E-02  6.017E-06  372.62 um    23.57 um    43.03 um  
  17.00 MeV   1.263E-02  5.709E-06  411.72 um    25.64 um    47.20 um  
  18.00 MeV   1.215E-02  5.432E-06  452.44 um    27.76 um    51.53 um  
  20.00 MeV   1.130E-02  4.957E-06  538.62 um    33.22 um    60.61 um  
  22.50 MeV   1.041E-02  4.474E-06  655.09 um    40.76 um    72.78 um  
  25.00 MeV   9.667E-03  4.080E-06  781.05 um    48.35 um    85.80 um  
  27.50 MeV   9.040E-03  3.754E-06  916.25 um    56.08 um    99.65 um  
  30.00 MeV   8.502E-03  3.479E-06    1.06 mm    63.99 um   114.31 um  
  32.50 MeV   8.033E-03  3.243E-06    1.21 mm    72.10 um   129.75 um  
  35.00 MeV   7.621E-03  3.038E-06    1.38 mm    80.43 um   145.96 um  
  37.50 MeV   7.256E-03  2.859E-06    1.55 mm    88.98 um   162.92 um  
  40.00 MeV   6.931E-03  2.701E-06    1.72 mm    97.75 um   180.60 um  
  45.00 MeV   6.373E-03  2.435E-06    2.11 mm   121.76 um   218.12 um  
  50.00 MeV   5.912E-03  2.218E-06    2.52 mm   145.71 um   258.37 um  
  55.00 MeV   5.524E-03  2.039E-06    2.96 mm   169.94 um   301.25 um  
  60.00 MeV   5.193E-03  1.888E-06    3.44 mm   194.62 um   346.66 um  
  65.00 MeV   4.907E-03  1.758E-06    3.94 mm   219.83 um   394.51 um  
  70.00 MeV   4.657E-03  1.646E-06    4.47 mm   245.61 um   444.72 um  
  80.00 MeV   4.240E-03  1.462E-06    5.61 mm   319.12 um   551.92 um  
  90.00 MeV   3.907E-03  1.316E-06    6.86 mm   391.27 um   667.68 um  
 100.00 MeV   3.634E-03  1.198E-06    8.21 mm   463.64 um   791.47 um  
 110.00 MeV   3.405E-03  1.100E-06    9.65 mm   536.90 um   922.83 um  
 120.00 MeV   3.212E-03  1.018E-06   11.19 mm   611.36 um     1.06 mm  
 130.00 MeV   3.046E-03  9.474E-07   12.82 mm   687.14 um     1.21 mm  
 140.00 MeV   2.901E-03  8.865E-07   14.53 mm   764.32 um     1.36 mm  
 150.00 MeV   2.774E-03  8.333E-07   16.32 mm   842.87 um     1.52 mm  
 160.00 MeV   2.662E-03  7.864E-07   18.20 mm   922.78 um     1.68 mm  
 170.00 MeV   2.562E-03  7.447E-07   20.15 mm     1.00 mm     1.85 mm  
 180.00 MeV   2.473E-03  7.074E-07   22.17 mm     1.09 mm     2.02 mm  
 200.00 MeV   2.319E-03  6.434E-07   26.43 mm     1.32 mm     2.38 mm  
 225.00 MeV   2.163E-03  5.786E-07   32.12 mm     1.65 mm     2.86 mm  
 250.00 MeV   2.037E-03  5.261E-07   38.19 mm     1.96 mm     3.36 mm  
 275.00 MeV   1.933E-03  4.827E-07   44.62 mm     2.27 mm     3.89 mm  
 300.00 MeV   1.846E-03  4.462E-07   51.37 mm     2.57 mm     4.43 mm  
 325.00 MeV   1.772E-03  4.150E-07   58.43 mm     2.87 mm     4.99 mm  
 350.00 MeV   1.709E-03  3.881E-07   65.76 mm     3.17 mm     5.56 mm  
 375.00 MeV   1.654E-03  3.646E-07   73.36 mm     3.47 mm     6.15 mm  
 400.00 MeV   1.606E-03  3.439E-07   81.20 mm     3.77 mm     6.74 mm  
 450.00 MeV   1.526E-03  3.090E-07   97.53 mm     4.65 mm     7.96 mm  
 500.00 MeV   1.463E-03  2.808E-07  114.65 mm     5.47 mm     9.22 mm  
 550.00 MeV   1.412E-03  2.575E-07  132.46 mm     6.25 mm    10.49 mm  
 600.00 MeV   1.370E-03  2.379E-07  150.86 mm     7.00 mm    11.77 mm  
 650.00 MeV   1.335E-03  2.211E-07  169.80 mm     7.73 mm    13.07 mm  
 700.00 MeV   1.306E-03  2.067E-07  189.20 mm     8.44 mm    14.37 mm  
 800.00 MeV   1.260E-03  1.830E-07  229.15 mm    10.56 mm    16.97 mm  
 900.00 MeV   1.227E-03  1.643E-07  270.40 mm    12.47 mm    19.56 mm  
   1.00 GeV   1.202E-03  1.492E-07  312.66 mm    14.21 mm    22.12 mm  
   1.10 GeV   1.183E-03  1.368E-07  355.72 mm    15.84 mm    24.64 mm  
   1.20 GeV   1.169E-03  1.263E-07  399.40 mm    17.38 mm    27.12 mm  
   1.30 GeV   1.158E-03  1.174E-07  443.58 mm    18.84 mm    29.56 mm  
   1.40 GeV   1.149E-03  1.097E-07  488.14 mm    20.22 mm    31.95 mm  
   1.50 GeV   1.143E-03  1.029E-07  533.00 mm    21.55 mm    34.28 mm  
   1.60 GeV   1.138E-03  9.702E-08  578.08 mm    22.82 mm    36.57 mm  
   1.70 GeV   1.135E-03  9.177E-08  623.34 mm    24.04 mm    38.81 mm  
   1.80 GeV   1.133E-03  8.708E-08  668.72 mm    25.22 mm    41.00 mm  
   2.00 GeV   1.131E-03  7.904E-08  759.70 mm    28.90 mm    45.24 mm  
   2.25 GeV   1.131E-03  7.093E-08  873.56 mm    33.74 mm    50.30 mm  
   2.50 GeV   1.134E-03  6.437E-08  987.32 mm    37.98 mm    55.11 mm  
   2.75 GeV   1.138E-03  5.896E-08    1.10 m     41.78 mm    59.68 mm  
   3.00 GeV   1.143E-03  5.442E-08    1.21 m     45.26 mm    64.05 mm  
   3.25 GeV   1.149E-03  5.055E-08    1.33 m     48.47 mm    68.22 mm  
   3.50 GeV   1.155E-03  4.720E-08    1.44 m     51.46 mm    72.21 mm  
   3.75 GeV   1.161E-03  4.429E-08    1.55 m     54.27 mm    76.04 mm  
   4.00 GeV   1.167E-03  4.173E-08    1.66 m     56.92 mm    79.73 mm  
   4.50 GeV   1.180E-03  3.743E-08    1.88 m     65.59 mm    86.70 mm  
   5.00 GeV   1.192E-03  3.395E-08    2.10 m     73.10 mm    93.22 mm  
   5.50 GeV   1.204E-03  3.109E-08    2.31 m     79.79 mm    99.33 mm  
