 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> November 26, 2024 
 ==================================================================

 Disk File Name = SRIM Outputs\Hydrogen in Osmium.txt

 Ion = Hydrogen [1] , Mass = 1.008 amu

 Target Density =  2.2480E+01 g/cm3 = 7.1175E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Os     76    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
 900.00 keV   6.789E-02  6.573E-05    4.07 um     5289 A      7624 A   
   1.00 MeV   6.481E-02  6.052E-05    4.70 um     5846 A      8573 A   
   1.10 MeV   6.239E-02  5.613E-05    5.36 um     6411 A      9550 A   
   1.20 MeV   6.000E-02  5.238E-05    6.05 um     6985 A      1.06 um  
   1.30 MeV   5.786E-02  4.915E-05    6.76 um     7567 A      1.16 um  
   1.40 MeV   5.592E-02  4.632E-05    7.50 um     8158 A      1.26 um  
   1.50 MeV   5.415E-02  4.382E-05    8.27 um     8757 A      1.37 um  
   1.60 MeV   5.251E-02  4.160E-05    9.06 um     9365 A      1.48 um  
   1.70 MeV   5.100E-02  3.961E-05    9.88 um     9981 A      1.60 um  
   1.80 MeV   4.960E-02  3.782E-05   10.72 um     1.06 um     1.71 um  
   2.00 MeV   4.707E-02  3.472E-05   12.47 um     1.20 um     1.95 um  
   2.25 MeV   4.433E-02  3.153E-05   14.80 um     1.38 um     2.26 um  
   2.50 MeV   4.195E-02  2.892E-05   17.26 um     1.57 um     2.58 um  
   2.75 MeV   3.987E-02  2.674E-05   19.87 um     1.76 um     2.92 um  
   3.00 MeV   3.803E-02  2.488E-05   22.61 um     1.95 um     3.26 um  
   3.25 MeV   3.638E-02  2.329E-05   25.48 um     2.15 um     3.63 um  
   3.50 MeV   3.490E-02  2.190E-05   28.48 um     2.35 um     4.00 um  
