 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> November 26, 2024 
 ==================================================================

 Disk File Name = SRIM Outputs\Hydrogen in Phosphorus.txt

 Ion = Hydrogen [1] , Mass = 1.008 amu

 Target Density =  1.8219E+00 g/cm3 = 3.5422E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      P     15    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
 800.00 keV   1.956E-01  1.496E-04   15.01 um     7396 A      9751 A   
 900.00 keV   1.830E-01  1.355E-04   17.89 um     8814 A      1.13 um  
   1.00 MeV   1.724E-01  1.239E-04   20.95 um     1.02 um     1.30 um  
   1.10 MeV   1.632E-01  1.143E-04   24.20 um     1.16 um     1.47 um  
   1.20 MeV   1.541E-01  1.061E-04   27.64 um     1.30 um     1.65 um  
   1.30 MeV   1.463E-01  9.912E-05   31.27 um     1.44 um     1.84 um  
   1.40 MeV   1.394E-01  9.303E-05   35.08 um     1.58 um     2.04 um  
   1.50 MeV   1.332E-01  8.770E-05   39.09 um     1.73 um     2.24 um  
   1.60 MeV   1.276E-01  8.298E-05   43.27 um     1.87 um     2.45 um  
   1.70 MeV   1.225E-01  7.877E-05   47.63 um     2.02 um     2.67 um  
   1.80 MeV   1.179E-01  7.499E-05   52.17 um     2.17 um     2.90 um  
   2.00 MeV   1.097E-01  6.848E-05   61.76 um     2.66 um     3.38 um  
   2.25 MeV   1.012E-01  6.185E-05   74.71 um     3.35 um     4.02 um  
   2.50 MeV   9.403E-02  5.646E-05   88.69 um     4.01 um     4.70 um  
   2.75 MeV   8.794E-02  5.198E-05  103.70 um     4.67 um     5.43 um  
   3.00 MeV   8.268E-02  4.819E-05  119.70 um     5.33 um     6.20 um  
   3.25 MeV   7.809E-02  4.495E-05  136.69 um     5.99 um     7.01 um  
   3.50 MeV   7.404E-02  4.213E-05  154.64 um     6.66 um     7.86 um  
   3.75 MeV   7.044E-02  3.967E-05  173.54 um     7.33 um     8.75 um  
   4.00 MeV   6.721E-02  3.749E-05  193.38 um     8.02 um     9.68 um  
   4.50 MeV   6.166E-02  3.382E-05  235.80 um    10.33 um    11.66 um  
   5.00 MeV   5.705E-02  3.083E-05  281.84 um    12.54 um    13.78 um  
   5.50 MeV   5.315E-02  2.835E-05  331.44 um    14.71 um    16.06 um  
   6.00 MeV   4.981E-02  2.626E-05  384.52 um    16.88 um    18.48 um  
   6.50 MeV   4.690E-02  2.447E-05  441.03 um    19.07 um    21.04 um  
   7.00 MeV   4.435E-02  2.292E-05  500.92 um    21.28 um    23.74 um  
   8.00 MeV   4.008E-02  2.037E-05  630.52 um    28.83 um    29.54 um  
   9.00 MeV   3.663E-02  1.835E-05  773.13 um    35.98 um    35.88 um  
  10.00 MeV   3.379E-02  1.671E-05  928.47 um    43.02 um    42.73 um  
  11.00 MeV   3.139E-02  1.536E-05    1.10 mm    50.05 um    50.08 um  
  12.00 MeV   2.935E-02  1.421E-05    1.28 mm    57.16 um    57.93 um  
  13.00 MeV   2.758E-02  1.323E-05    1.47 mm    64.36 um    66.25 um  
  14.00 MeV   2.603E-02  1.239E-05    1.67 mm    71.69 um    75.06 um  
  15.00 MeV   2.467E-02  1.165E-05    1.89 mm    79.14 um    84.32 um  
  16.00 MeV   2.346E-02  1.099E-05    2.12 mm    86.74 um    94.05 um  
  17.00 MeV   2.237E-02  1.041E-05    2.35 mm    94.48 um   104.23 um  
  18.00 MeV   2.139E-02  9.895E-06    2.60 mm   102.36 um   114.85 um  
  20.00 MeV   1.969E-02  9.004E-06    3.14 mm   129.88 um   137.41 um  
