 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> November 26, 2024 
 ==================================================================

 Disk File Name = SRIM Outputs\Hydrogen in Bismuth.txt

 Ion = Hydrogen [1] , Mass = 1.008 amu

 Target Density =  9.8000E+00 g/cm3 = 2.8240E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Bi     83    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
 800.00 keV   7.269E-02  6.957E-05    7.10 um     8796 A      1.28 um  
 900.00 keV   6.743E-02  6.350E-05    8.47 um     1.01 um     1.49 um  
   1.00 MeV   6.292E-02  5.849E-05    9.94 um     1.15 um     1.72 um  
   1.10 MeV   6.059E-02  5.427E-05   11.50 um     1.29 um     1.96 um  
   1.20 MeV   5.841E-02  5.067E-05   13.11 um     1.43 um     2.21 um  
   1.30 MeV   5.634E-02  4.755E-05   14.79 um     1.58 um     2.46 um  
   1.40 MeV   5.440E-02  4.483E-05   16.53 um     1.73 um     2.72 um  
   1.50 MeV   5.260E-02  4.243E-05   18.34 um     1.88 um     2.99 um  
   1.60 MeV   5.092E-02  4.029E-05   20.21 um     2.03 um     3.26 um  
   1.70 MeV   4.937E-02  3.837E-05   22.14 um     2.19 um     3.54 um  
   1.80 MeV   4.793E-02  3.664E-05   24.13 um     2.35 um     3.83 um  
   2.00 MeV   4.535E-02  3.365E-05   28.29 um     2.70 um     4.42 um  
   2.25 MeV   4.259E-02  3.058E-05   33.82 um     3.17 um     5.20 um  
   2.50 MeV   4.023E-02  2.805E-05   39.70 um     3.64 um     6.01 um  
   2.75 MeV   3.818E-02  2.594E-05   45.92 um     4.13 um     6.85 um  
   3.00 MeV   3.638E-02  2.415E-05   52.47 um     4.62 um     7.74 um  
   3.25 MeV   3.479E-02  2.261E-05   59.33 um     5.12 um     8.65 um  
   3.50 MeV   3.337E-02  2.126E-05   66.51 um     5.63 um     9.59 um  
   3.75 MeV   3.209E-02  2.008E-05   73.98 um     6.16 um    10.57 um  
   4.00 MeV   3.092E-02  1.903E-05   81.76 um     6.69 um    11.57 um  
   4.50 MeV   2.888E-02  1.725E-05   98.17 um     7.94 um    13.67 um  
   5.00 MeV   2.714E-02  1.579E-05  115.71 um     9.21 um    15.88 um  
   5.50 MeV   2.565E-02  1.457E-05  134.34 um    10.51 um    18.19 um  
   6.00 MeV   2.433E-02  1.354E-05  154.03 um    11.83 um    20.61 um  
   6.50 MeV   2.317E-02  1.266E-05  174.77 um    13.18 um    23.14 um  
   7.00 MeV   2.214E-02  1.189E-05  196.52 um    14.57 um    25.76 um  
   8.00 MeV   2.037E-02  1.061E-05  242.98 um    17.99 um    31.29 um  
   9.00 MeV   1.890E-02  9.599E-06  293.32 um    21.45 um    37.21 um  
  10.00 MeV   1.766E-02  8.773E-06  347.43 um    24.98 um    43.48 um  
  11.00 MeV   1.660E-02  8.085E-06  405.20 um    28.60 um    50.11 um  
  12.00 MeV   1.568E-02  7.503E-06  466.57 um    32.32 um    57.07 um  
  13.00 MeV   1.487E-02  7.004E-06  531.45 um    36.14 um    64.38 um  
  14.00 MeV   1.415E-02  6.570E-06  599.79 um    40.07 um    72.01 um  
  15.00 MeV   1.350E-02  6.190E-06  671.52 um    44.11 um    79.97 um  
  16.00 MeV   1.293E-02  5.854E-06  746.59 um    48.25 um    88.24 um  
  17.00 MeV   1.240E-02  5.555E-06  824.95 um    52.51 um    96.81 um  
  18.00 MeV   1.193E-02  5.287E-06  906.55 um    56.87 um   105.70 um  
  20.00 MeV   1.109E-02  4.825E-06    1.08 mm    67.99 um   124.37 um  
  22.50 MeV   1.022E-02  4.355E-06    1.31 mm    83.31 um   149.36 um  
  25.00 MeV   9.497E-03  3.972E-06    1.56 mm    98.77 um   176.10 um  
  27.50 MeV   8.881E-03  3.655E-06    1.84 mm   114.53 um   204.55 um  
  30.00 MeV   8.352E-03  3.387E-06    2.12 mm   130.68 um   234.65 um  
  32.50 MeV   7.892E-03  3.157E-06    2.43 mm   147.26 um   266.37 um  
  35.00 MeV   7.488E-03  2.959E-06    2.76 mm   164.28 um   299.65 um  
  37.50 MeV   7.130E-03  2.785E-06    3.10 mm   181.77 um   334.47 um  
  40.00 MeV   6.810E-03  2.631E-06    3.45 mm   199.73 um   370.79 um  
  45.00 MeV   6.262E-03  2.371E-06    4.22 mm   248.40 um   447.82 um  
  50.00 MeV   5.810E-03  2.161E-06    5.04 mm   297.05 um   530.47 um  
  55.00 MeV   5.429E-03  1.986E-06    5.93 mm   346.34 um   618.52 um  
  60.00 MeV   5.104E-03  1.839E-06    6.88 mm   396.60 um   711.76 um  
  65.00 MeV   4.823E-03  1.713E-06    7.89 mm   447.99 um   810.00 um  
  70.00 MeV   4.577E-03  1.604E-06    8.95 mm   500.60 um   913.08 um  
  80.00 MeV   4.169E-03  1.424E-06   11.24 mm   649.12 um     1.13 mm  
  90.00 MeV   3.841E-03  1.283E-06   13.74 mm   795.27 um     1.37 mm  
 100.00 MeV   3.573E-03  1.168E-06   16.44 mm   942.09 um     1.62 mm  
 110.00 MeV   3.349E-03  1.072E-06   19.33 mm     1.09 mm     1.89 mm  
 120.00 MeV   3.159E-03  9.921E-07   22.41 mm     1.24 mm     2.18 mm  
 130.00 MeV   2.996E-03  9.235E-07   25.67 mm     1.40 mm     2.48 mm  
 140.00 MeV   2.854E-03  8.642E-07   29.09 mm     1.55 mm     2.79 mm  
 150.00 MeV   2.730E-03  8.124E-07   32.68 mm     1.71 mm     3.11 mm  
 160.00 MeV   2.620E-03  7.666E-07   36.43 mm     1.88 mm     3.45 mm  
 170.00 MeV   2.522E-03  7.260E-07   40.33 mm     2.04 mm     3.79 mm  
 180.00 MeV   2.434E-03  6.897E-07   44.38 mm     2.21 mm     4.15 mm  
 200.00 MeV   2.283E-03  6.273E-07   52.89 mm     2.69 mm     4.89 mm  
 225.00 MeV   2.131E-03  5.642E-07   64.27 mm     3.34 mm     5.87 mm  
 250.00 MeV   2.007E-03  5.130E-07   76.41 mm     3.97 mm     6.90 mm  
 275.00 MeV   1.905E-03  4.708E-07   89.25 mm     4.59 mm     7.97 mm  
 300.00 MeV   1.820E-03  4.352E-07  102.74 mm     5.20 mm     9.08 mm  
 325.00 MeV   1.748E-03  4.048E-07  116.83 mm     5.81 mm    10.22 mm  
 350.00 MeV   1.685E-03  3.785E-07  131.48 mm     6.42 mm    11.39 mm  
 375.00 MeV   1.632E-03  3.556E-07  146.65 mm     7.02 mm    12.59 mm  
 400.00 MeV   1.585E-03  3.354E-07  162.29 mm     7.62 mm    13.81 mm  
 450.00 MeV   1.507E-03  3.014E-07  194.88 mm     9.39 mm    16.31 mm  
 500.00 MeV   1.445E-03  2.739E-07  229.02 mm    11.03 mm    18.86 mm  
 550.00 MeV   1.395E-03  2.512E-07  264.51 mm    12.61 mm    21.45 mm  
 600.00 MeV   1.354E-03  2.321E-07  301.19 mm    14.12 mm    24.08 mm  
 650.00 MeV   1.320E-03  2.157E-07  338.91 mm    15.58 mm    26.72 mm  
 700.00 MeV   1.292E-03  2.017E-07  377.53 mm    17.01 mm    29.37 mm  
 800.00 MeV   1.248E-03  1.785E-07  457.05 mm    21.25 mm    34.66 mm  
 900.00 MeV   1.216E-03  1.603E-07  539.08 mm    25.04 mm    39.93 mm  
   1.00 GeV   1.192E-03  1.456E-07  623.08 mm    28.53 mm    45.13 mm  
   1.10 GeV   1.174E-03  1.335E-07  708.60 mm    31.79 mm    50.26 mm  
   1.20 GeV   1.160E-03  1.233E-07  795.32 mm    34.85 mm    55.29 mm  
   1.30 GeV   1.150E-03  1.145E-07  882.97 mm    37.76 mm    60.23 mm  
   1.40 GeV   1.142E-03  1.070E-07  971.34 mm    40.53 mm    65.06 mm  
   1.50 GeV   1.136E-03  1.005E-07    1.06 m     43.17 mm    69.79 mm  
   1.60 GeV   1.132E-03  9.469E-08    1.15 m     45.71 mm    74.42 mm  
   1.70 GeV   1.129E-03  8.957E-08    1.24 m     48.14 mm    78.95 mm  
   1.80 GeV   1.127E-03  8.499E-08    1.33 m     50.49 mm    83.38 mm  
   2.00 GeV   1.126E-03  7.715E-08    1.51 m     57.77 mm    91.94 mm  
   2.25 GeV   1.128E-03  6.923E-08    1.73 m     67.31 mm   102.14 mm  
   2.50 GeV   1.131E-03  6.283E-08    1.96 m     75.68 mm   111.82 mm  
   2.75 GeV   1.136E-03  5.756E-08    2.18 m     83.19 mm   121.02 mm  
   3.00 GeV   1.142E-03  5.312E-08    2.41 m     90.05 mm   129.79 mm  
   3.25 GeV   1.148E-03  4.934E-08    2.63 m     96.38 mm   138.16 mm  
   3.50 GeV   1.155E-03  4.608E-08    2.85 m    102.27 mm   146.18 mm  
   3.75 GeV   1.162E-03  4.324E-08    3.07 m    107.80 mm   153.86 mm  
   4.00 GeV   1.169E-03  4.074E-08    3.29 m    113.01 mm   161.24 mm  
   4.50 GeV   1.182E-03  3.654E-08    3.72 m    130.00 mm   175.20 mm  
   5.00 GeV   1.196E-03  3.315E-08    4.15 m    144.72 mm   188.21 mm  
   5.50 GeV   1.208E-03  3.035E-08    4.57 m    157.83 mm   200.41 mm  
   6.00 GeV   1.220E-03  2.800E-08    4.99 m    169.70 mm   211.90 mm  
   6.50 GeV   1.232E-03  2.600E-08    5.40 m    180.61 mm   222.78 mm  
   7.00 GeV   1.243E-03  2.428E-08    5.81 m    190.72 mm   233.11 mm  
   8.00 GeV   1.263E-03  2.145E-08    6.63 m    224.25 mm   252.36 mm  
   9.00 GeV   1.281E-03  1.923E-08    7.43 m    252.58 mm   270.04 mm  
  10.00 GeV   1.298E-03  1.744E-08    8.22 m    277.40 mm   286.42 mm  
-----------------------------------------------------------
 Multiply Stopping by        for Stopping Units
 -------------------        ------------------
  9.7997E+01                 eV / Angstrom 
  9.7997E+02                keV / micron   
  9.7997E+02                MeV / mm       
  1.0000E+00                keV / (ug/cm2) 
  1.0000E+00                MeV / (mg/cm2) 
  1.0000E+03                keV / (mg/cm2) 
  3.4702E+02                 eV / (1E15 atoms/cm2)
  4.6066E+02                L.S.S. reduced units
 ==================================================================
 (C) 1984,1989,1992,1998,2008 by J.P. Biersack and J.F. Ziegler
