 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> November 26, 2024 
 ==================================================================

 Disk File Name = SRIM Outputs\Hydrogen in Scandium.txt

 Ion = Hydrogen [1] , Mass = 1.008 amu

 Target Density =  2.9890E+00 g/cm3 = 4.0039E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Sc     21    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
 800.00 keV   1.690E-01  1.309E-04   10.47 um     5704 A      8145 A   
 900.00 keV   1.588E-01  1.187E-04   12.49 um     6749 A      9481 A   
   1.00 MeV   1.503E-01  1.087E-04   14.63 um     7778 A      1.09 um  
   1.10 MeV   1.425E-01  1.003E-04   16.89 um     8802 A      1.23 um  
   1.20 MeV   1.348E-01  9.322E-05   19.28 um     9835 A      1.39 um  
   1.30 MeV   1.281E-01  8.713E-05   21.80 um     1.09 um     1.54 um  
   1.40 MeV   1.221E-01  8.183E-05   24.45 um     1.20 um     1.71 um  
   1.50 MeV   1.168E-01  7.718E-05   27.22 um     1.30 um     1.88 um  
   1.60 MeV   1.121E-01  7.307E-05   30.12 um     1.41 um     2.06 um  
   1.70 MeV   1.077E-01  6.939E-05   33.14 um     1.53 um     2.24 um  
   1.80 MeV   1.038E-01  6.610E-05   36.27 um     1.64 um     2.44 um  
   2.00 MeV   9.680E-02  6.041E-05   42.89 um     1.99 um     2.83 um  
   2.25 MeV   8.948E-02  5.461E-05   51.80 um     2.47 um     3.37 um  
   2.50 MeV   8.334E-02  4.989E-05   61.40 um     2.94 um     3.93 um  
   2.75 MeV   7.809E-02  4.596E-05   71.69 um     3.41 um     4.53 um  
   3.00 MeV   7.356E-02  4.264E-05   82.63 um     3.88 um     5.17 um  
   3.25 MeV   6.958E-02  3.979E-05   94.23 um     4.36 um     5.84 um  
   3.50 MeV   6.607E-02  3.732E-05  106.47 um     4.84 um     6.53 um  
   3.75 MeV   6.294E-02  3.515E-05  119.35 um     5.33 um     7.27 um  
   4.00 MeV   6.013E-02  3.324E-05  132.84 um     5.82 um     8.03 um  
   4.50 MeV   5.528E-02  3.000E-05  161.64 um     7.41 um     9.64 um  
   5.00 MeV   5.125E-02  2.737E-05  192.85 um     8.95 um    11.38 um  
   5.50 MeV   4.782E-02  2.518E-05  226.40 um    10.46 um    13.23 um  
   6.00 MeV   4.488E-02  2.334E-05  262.27 um    11.98 um    15.19 um  
   6.50 MeV   4.231E-02  2.176E-05  300.39 um    13.52 um    17.26 um  
   7.00 MeV   4.006E-02  2.039E-05  340.75 um    15.08 um    19.44 um  
   8.00 MeV   3.627E-02  1.813E-05  427.96 um    20.21 um    24.13 um  
   9.00 MeV   3.321E-02  1.634E-05  523.76 um    25.10 um    29.22 um  
  10.00 MeV   3.067E-02  1.489E-05  627.94 um    29.94 um    34.72 um  
  11.00 MeV   2.853E-02  1.369E-05  740.33 um    34.79 um    40.62 um  
  12.00 MeV   2.671E-02  1.267E-05  860.79 um    39.69 um    46.90 um  
  13.00 MeV   2.512E-02  1.181E-05  989.18 um    44.68 um    53.55 um  
  14.00 MeV   2.374E-02  1.106E-05    1.13 mm    49.76 um    60.58 um  
  15.00 MeV   2.251E-02  1.040E-05    1.27 mm    54.94 um    67.97 um  
  16.00 MeV   2.142E-02  9.819E-06    1.42 mm    60.22 um    75.71 um  
  17.00 MeV   2.044E-02  9.303E-06    1.58 mm    65.60 um    83.81 um  
  18.00 MeV   1.956E-02  8.842E-06    1.75 mm    71.10 um    92.26 um  
  20.00 MeV   1.803E-02  8.049E-06    2.10 mm    89.61 um   110.17 um  
  22.50 MeV   1.645E-02  7.246E-06    2.58 mm   115.93 um   134.43 um  
  25.00 MeV   1.516E-02  6.594E-06    3.11 mm   141.24 um   160.71 um  
  27.50 MeV   1.408E-02  6.055E-06    3.68 mm   166.28 um   188.95 um  
  30.00 MeV   1.316E-02  5.601E-06    4.29 mm   191.38 um   219.09 um  
  32.50 MeV   1.236E-02  5.213E-06    4.94 mm   216.72 um   251.10 um  
