 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> November 26, 2024 
 ==================================================================

 Disk File Name = SRIM Outputs\Hydrogen in Erbium.txt

 Ion = Hydrogen [1] , Mass = 1.008 amu

 Target Density =  9.0660E+00 g/cm3 = 3.2641E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Er     68    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
 800.00 keV   8.001E-02  7.674E-05    7.47 um     8732 A      1.28 um  
 900.00 keV   7.501E-02  6.996E-05    8.82 um     9859 A      1.47 um  
   1.00 MeV   7.066E-02  6.437E-05   10.26 um     1.10 um     1.67 um  
   1.10 MeV   6.790E-02  5.967E-05   11.77 um     1.22 um     1.88 um  
   1.20 MeV   6.525E-02  5.566E-05   13.35 um     1.34 um     2.09 um  
   1.30 MeV   6.286E-02  5.220E-05   14.99 um     1.47 um     2.31 um  
   1.40 MeV   6.070E-02  4.918E-05   16.70 um     1.59 um     2.54 um  
   1.50 MeV   5.873E-02  4.651E-05   18.47 um     1.72 um     2.77 um  
   1.60 MeV   5.692E-02  4.414E-05   20.29 um     1.85 um     3.01 um  
   1.70 MeV   5.524E-02  4.202E-05   22.18 um     1.98 um     3.25 um  
   1.80 MeV   5.368E-02  4.011E-05   24.12 um     2.11 um     3.50 um  
   2.00 MeV   5.088E-02  3.680E-05   28.17 um     2.41 um     4.01 um  
   2.25 MeV   4.784E-02  3.341E-05   33.55 um     2.81 um     4.68 um  
   2.50 MeV   4.521E-02  3.063E-05   39.26 um     3.22 um     5.38 um  
   2.75 MeV   4.291E-02  2.831E-05   45.30 um     3.63 um     6.10 um  
   3.00 MeV   4.088E-02  2.633E-05   51.65 um     4.05 um     6.86 um  
   3.25 MeV   3.907E-02  2.464E-05   58.32 um     4.48 um     7.64 um  
   3.50 MeV   3.744E-02  2.316E-05   65.29 um     4.91 um     8.45 um  
   3.75 MeV   3.597E-02  2.186E-05   72.56 um     5.35 um     9.29 um  
   4.00 MeV   3.463E-02  2.071E-05   80.13 um     5.81 um    10.15 um  
   4.50 MeV   3.227E-02  1.875E-05   96.12 um     6.91 um    11.95 um  
   5.00 MeV   3.027E-02  1.716E-05  113.24 um     8.02 um    13.86 um  
   5.50 MeV   2.854E-02  1.583E-05  131.46 um     9.16 um    15.86 um  
   6.00 MeV   2.703E-02  1.470E-05  150.76 um    10.31 um    17.96 um  
   6.50 MeV   2.570E-02  1.374E-05  171.11 um    11.49 um    20.15 um  
   7.00 MeV   2.451E-02  1.289E-05  192.49 um    12.70 um    22.43 um  
   8.00 MeV   2.249E-02  1.150E-05  238.25 um    15.83 um    27.26 um  
   9.00 MeV   2.082E-02  1.040E-05  287.95 um    18.97 um    32.44 um  
  10.00 MeV   1.941E-02  9.499E-06  341.47 um    22.16 um    37.95 um  
  11.00 MeV   1.821E-02  8.751E-06  398.74 um    25.43 um    43.78 um  
  12.00 MeV   1.717E-02  8.117E-06  459.66 um    28.77 um    49.93 um  
  13.00 MeV   1.625E-02  7.574E-06  524.17 um    32.21 um    56.39 um  
  14.00 MeV   1.545E-02  7.104E-06  592.19 um    35.74 um    63.16 um  
  15.00 MeV   1.473E-02  6.691E-06  663.67 um    39.36 um    70.22 um  
  16.00 MeV   1.408E-02  6.326E-06  738.56 um    43.08 um    77.57 um  
  17.00 MeV   1.350E-02  6.001E-06  816.80 um    46.89 um    85.20 um  
  18.00 MeV   1.297E-02  5.710E-06  898.35 um    50.80 um    93.12 um  
  20.00 MeV   1.204E-02  5.208E-06    1.07 mm    61.26 um   109.79 um  
  22.50 MeV   1.108E-02  4.699E-06    1.30 mm    75.77 um   132.14 um  
  25.00 MeV   1.028E-02  4.285E-06    1.56 mm    90.29 um   156.11 um  
  27.50 MeV   9.600E-03  3.941E-06    1.83 mm   105.02 um   181.65 um  
  30.00 MeV   9.019E-03  3.651E-06    2.12 mm   120.04 um   208.73 um  
  32.50 MeV   8.513E-03  3.402E-06    2.43 mm   135.42 um   237.29 um  
  35.00 MeV   8.070E-03  3.187E-06    2.76 mm   151.18 um   267.30 um  
  37.50 MeV   7.678E-03  2.999E-06    3.10 mm   167.34 um   298.73 um  
  40.00 MeV   7.328E-03  2.833E-06    3.46 mm   183.91 um   331.55 um  
  45.00 MeV   6.729E-03  2.553E-06    4.23 mm   230.94 um   401.24 um  
  50.00 MeV   6.236E-03  2.325E-06    5.07 mm   277.51 um   476.13 um  
  55.00 MeV   5.821E-03  2.137E-06    5.97 mm   324.40 um   556.02 um  
  60.00 MeV   5.468E-03  1.978E-06    6.93 mm   372.01 um   640.72 um  
  65.00 MeV   5.163E-03  1.842E-06    7.95 mm   420.53 um   730.07 um  
  70.00 MeV   4.896E-03  1.724E-06    9.03 mm   470.07 um   823.91 um  
  80.00 MeV   4.453E-03  1.531E-06   11.35 mm   616.02 um     1.02 mm  
  90.00 MeV   4.099E-03  1.378E-06   13.89 mm   758.17 um     1.24 mm  
 100.00 MeV   3.809E-03  1.254E-06   16.64 mm   900.06 um     1.47 mm  
 110.00 MeV   3.567E-03  1.151E-06   19.59 mm     1.04 mm     1.72 mm  
 120.00 MeV   3.362E-03  1.065E-06   22.72 mm     1.19 mm     1.98 mm  
