 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> November 26, 2024 
 ==================================================================

 Disk File Name = SRIM Outputs\Hydrogen in Arsenic.txt

 Ion = Hydrogen [1] , Mass = 1.008 amu

 Target Density =  5.7270E+00 g/cm3 = 4.6032E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     As     33    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
 900.00 keV   1.157E-01  9.660E-05    9.36 um     6420 A      1.01 um  
   1.00 MeV   1.097E-01  8.858E-05   10.88 um     7257 A      1.14 um  
   1.10 MeV   1.045E-01  8.188E-05   12.47 um     8101 A      1.29 um  
   1.20 MeV   9.934E-02  7.619E-05   14.15 um     8957 A      1.43 um  
   1.30 MeV   9.502E-02  7.129E-05   15.92 um     9827 A      1.58 um  
   1.40 MeV   9.119E-02  6.703E-05   17.76 um     1.07 um     1.74 um  
   1.50 MeV   8.773E-02  6.328E-05   19.67 um     1.16 um     1.90 um  
   1.60 MeV   8.457E-02  5.995E-05   21.67 um     1.25 um     2.07 um  
   1.70 MeV   8.168E-02  5.698E-05   23.73 um     1.34 um     2.24 um  
   1.80 MeV   7.901E-02  5.431E-05   25.87 um     1.44 um     2.41 um  
   2.00 MeV   7.427E-02  4.970E-05   30.35 um     1.69 um     2.77 um  
   2.25 MeV   6.921E-02  4.500E-05   36.34 um     2.03 um     3.25 um  
   2.50 MeV   6.491E-02  4.116E-05   42.76 um     2.38 um     3.76 um  
   2.75 MeV   6.120E-02  3.795E-05   49.58 um     2.72 um     4.29 um  
   3.00 MeV   5.795E-02  3.524E-05   56.80 um     3.06 um     4.85 um  
   3.25 MeV   5.508E-02  3.292E-05   64.42 um     3.41 um     5.43 um  
   3.50 MeV   5.252E-02  3.089E-05   72.42 um     3.77 um     6.04 um  
   3.75 MeV   5.023E-02  2.912E-05   80.81 um     4.13 um     6.67 um  
   4.00 MeV   4.816E-02  2.755E-05   89.56 um     4.50 um     7.32 um  
   4.50 MeV   4.455E-02  2.490E-05  108.17 um     5.56 um     8.70 um  
   5.00 MeV   4.152E-02  2.274E-05  128.21 um     6.61 um    10.16 um  
   5.50 MeV   3.892E-02  2.094E-05  149.67 um     7.65 um    11.71 um  
   6.00 MeV   3.667E-02  1.942E-05  172.50 um     8.71 um    13.35 um  
   6.50 MeV   3.470E-02  1.812E-05  196.68 um     9.77 um    15.07 um  
   7.00 MeV   3.296E-02  1.699E-05  222.20 um    10.86 um    16.87 um  
   8.00 MeV   3.001E-02  1.512E-05  277.10 um    14.16 um    20.71 um  
   9.00 MeV   2.760E-02  1.365E-05  337.12 um    17.37 um    24.87 um  
  10.00 MeV   2.559E-02  1.244E-05  402.13 um    20.56 um    29.32 um  
  11.00 MeV   2.388E-02  1.145E-05  472.02 um    23.78 um    34.08 um  
  12.00 MeV   2.242E-02  1.061E-05  546.69 um    27.05 um    39.11 um  
  13.00 MeV   2.114E-02  9.885E-06  626.07 um    30.38 um    44.44 um  
  14.00 MeV   2.002E-02  9.261E-06  710.08 um    33.79 um    50.03 um  
  15.00 MeV   1.903E-02  8.715E-06  798.64 um    37.27 um    55.90 um  
  16.00 MeV   1.814E-02  8.233E-06  891.70 um    40.83 um    62.04 um  
  17.00 MeV   1.734E-02  7.804E-06  989.18 um    44.46 um    68.44 um  
  18.00 MeV   1.662E-02  7.419E-06    1.09 mm    48.17 um    75.10 um  
  20.00 MeV   1.536E-02  6.759E-06    1.31 mm    59.81 um    89.18 um  
  22.50 MeV   1.406E-02  6.089E-06    1.60 mm    76.24 um   108.17 um  
  25.00 MeV   1.299E-02  5.545E-06    1.92 mm    92.24 um   128.67 um  
  27.50 MeV   1.209E-02  5.095E-06    2.27 mm   108.17 um   150.62 um  
  30.00 MeV   1.132E-02  4.715E-06    2.64 mm   124.23 um   174.00 um  
  32.50 MeV   1.065E-02  4.390E-06    3.03 mm   140.50 um   198.76 um  
  35.00 MeV   1.007E-02  4.110E-06    3.45 mm   157.04 um   224.86 um  
  37.50 MeV   9.560E-03  3.864E-06    3.89 mm   173.89 um   252.29 um  
  40.00 MeV   9.105E-03  3.647E-06    4.35 mm   191.07 um   281.01 um  
  45.00 MeV   8.331E-03  3.283E-06    5.35 mm   246.90 um   342.22 um  
  50.00 MeV   7.696E-03  2.987E-06    6.43 mm   300.64 um   408.30 um  
  55.00 MeV   7.166E-03  2.742E-06    7.60 mm   353.80 um   479.05 um  
  60.00 MeV   6.715E-03  2.536E-06    8.84 mm   407.06 um   554.30 um  
  65.00 MeV   6.327E-03  2.360E-06   10.17 mm   460.79 um   633.90 um  
  70.00 MeV   5.990E-03  2.208E-06   11.58 mm   515.18 um   717.71 um  
  80.00 MeV   5.431E-03  1.957E-06   14.62 mm   694.91 um   897.43 um  
  90.00 MeV   4.986E-03  1.760E-06   17.95 mm   865.03 um     1.09 mm  
 100.00 MeV   4.624E-03  1.600E-06   21.56 mm     1.03 mm     1.30 mm  
 110.00 MeV   4.322E-03  1.468E-06   25.44 mm     1.20 mm     1.52 mm  
 120.00 MeV   4.068E-03  1.357E-06   29.57 mm     1.36 mm     1.76 mm  
 130.00 MeV   3.849E-03  1.262E-06   33.96 mm     1.53 mm     2.01 mm  
 140.00 MeV   3.660E-03  1.180E-06   38.58 mm     1.70 mm     2.27 mm  
 150.00 MeV   3.495E-03  1.109E-06   43.42 mm     1.87 mm     2.54 mm  
 160.00 MeV   3.349E-03  1.046E-06   48.49 mm     2.05 mm     2.82 mm  
 170.00 MeV   3.219E-03  9.895E-07   53.78 mm     2.22 mm     3.11 mm  
 180.00 MeV   3.103E-03  9.394E-07   59.26 mm     2.40 mm     3.41 mm  
 200.00 MeV   2.904E-03  8.536E-07   70.82 mm     2.98 mm     4.03 mm  
 225.00 MeV   2.703E-03  7.668E-07   86.31 mm     3.80 mm     4.86 mm  
 250.00 MeV   2.541E-03  6.966E-07  102.86 mm     4.57 mm     5.73 mm  
 275.00 MeV   2.408E-03  6.386E-07  120.41 mm     5.30 mm     6.64 mm  
 300.00 MeV   2.296E-03  5.899E-07  138.87 mm     6.02 mm     7.58 mm  
 325.00 MeV   2.201E-03  5.483E-07  158.17 mm     6.73 mm     8.56 mm  
 350.00 MeV   2.120E-03  5.124E-07  178.27 mm     7.43 mm     9.56 mm  
 375.00 MeV   2.050E-03  4.811E-07  199.09 mm     8.12 mm    10.58 mm  
 400.00 MeV   1.989E-03  4.535E-07  220.60 mm     8.80 mm    11.63 mm  
 450.00 MeV   1.887E-03  4.071E-07  265.44 mm    11.08 mm    13.76 mm  
 500.00 MeV   1.806E-03  3.696E-07  312.51 mm    13.15 mm    15.96 mm  
 550.00 MeV   1.741E-03  3.387E-07  361.52 mm    15.10 mm    18.19 mm  
 600.00 MeV   1.687E-03  3.127E-07  412.23 mm    16.96 mm    20.45 mm  
