 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> November 26, 2024 
 ==================================================================

 Disk File Name = SRIM Outputs\Hydrogen in Rhenium.txt

 Ion = Hydrogen [1] , Mass = 1.008 amu

 Target Density =  2.0530E+01 g/cm3 = 6.6397E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Re     75    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
 900.00 keV   6.785E-02  6.702E-05    4.55 um     6070 A      8668 A   
   1.00 MeV   6.503E-02  6.169E-05    5.23 um     6674 A      9702 A   
   1.10 MeV   6.248E-02  5.722E-05    5.95 um     7285 A      1.08 um  
   1.20 MeV   5.994E-02  5.340E-05    6.70 um     7907 A      1.19 um  
   1.30 MeV   5.782E-02  5.010E-05    7.48 um     8539 A      1.30 um  
   1.40 MeV   5.591E-02  4.721E-05    8.29 um     9181 A      1.41 um  
   1.50 MeV   5.417E-02  4.466E-05    9.13 um     9832 A      1.53 um  
   1.60 MeV   5.257E-02  4.240E-05   10.00 um     1.05 um     1.65 um  
   1.70 MeV   5.108E-02  4.037E-05   10.89 um     1.12 um     1.77 um  
   1.80 MeV   4.969E-02  3.854E-05   11.81 um     1.18 um     1.90 um  
   2.00 MeV   4.719E-02  3.538E-05   13.73 um     1.33 um     2.16 um  
   2.25 MeV   4.447E-02  3.213E-05   16.27 um     1.53 um     2.49 um  
   2.50 MeV   4.211E-02  2.947E-05   18.96 um     1.73 um     2.85 um  
   2.75 MeV   4.003E-02  2.724E-05   21.80 um     1.94 um     3.21 um  
   3.00 MeV   3.820E-02  2.535E-05   24.79 um     2.15 um     3.59 um  
   3.25 MeV   3.655E-02  2.372E-05   27.92 um     2.36 um     3.98 um  
   3.50 MeV   3.507E-02  2.231E-05   31.19 um     2.58 um     4.39 um  
