 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> November 26, 2024 
 ==================================================================

 Disk File Name = SRIM Outputs\SRIM_Be.txt

 Ion = Hydrogen [1] , Mass = 1.008 amu

 Target Density =  1.8480E+00 g/cm3 = 1.2349E+23 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Be      4    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
 900.00 keV   2.370E-01  1.390E-04   13.65 um     5670 A      4182 A   
   1.00 MeV   2.222E-01  1.267E-04   16.00 um     6649 A      4777 A   
   1.10 MeV   2.086E-01  1.166E-04   18.51 um     7613 A      5404 A   
   1.20 MeV   1.949E-01  1.080E-04   21.19 um     8584 A      6067 A   
   1.30 MeV   1.837E-01  1.007E-04   24.04 um     9572 A      6768 A   
   1.40 MeV   1.741E-01  9.431E-05   27.06 um     1.06 um     7505 A   
   1.50 MeV   1.655E-01  8.875E-05   30.25 um     1.16 um     8278 A   
   1.60 MeV   1.578E-01  8.384E-05   33.59 um     1.26 um     9085 A   
   1.70 MeV   1.509E-01  7.947E-05   37.09 um     1.37 um     9927 A   
   1.80 MeV   1.446E-01  7.555E-05   40.75 um     1.47 um     1.08 um  
   2.00 MeV   1.337E-01  6.882E-05   48.52 um     1.86 um     1.27 um  
   2.25 MeV   1.223E-01  6.200E-05   59.08 um     2.41 um     1.52 um  
   2.50 MeV   1.129E-01  5.646E-05   70.58 um     2.93 um     1.79 um  
   2.75 MeV   1.050E-01  5.187E-05   82.98 um     3.44 um     2.08 um  
   3.00 MeV   9.822E-02  4.800E-05   96.29 um     3.95 um     2.38 um  
   3.25 MeV   9.233E-02  4.470E-05  110.47 um     4.46 um     2.71 um  
   3.50 MeV   8.718E-02  4.184E-05  125.53 um     4.98 um     3.06 um  
   3.75 MeV   8.261E-02  3.934E-05  141.45 um     5.50 um     3.42 um  
   4.00 MeV   7.855E-02  3.713E-05  158.23 um     6.03 um     3.81 um  
   4.50 MeV   7.161E-02  3.342E-05  194.26 um     7.96 um     4.62 um  
   5.00 MeV   6.589E-02  3.041E-05  233.61 um     9.79 um     5.51 um  
   5.50 MeV   6.109E-02  2.791E-05  276.21 um    11.57 um     6.47 um  
   6.00 MeV   5.700E-02  2.581E-05  322.01 um    13.34 um     7.49 um  
   6.50 MeV   5.347E-02  2.402E-05  370.96 um    15.12 um     8.58 um  
   7.00 MeV   5.038E-02  2.247E-05  423.03 um    16.92 um     9.74 um  
   8.00 MeV   4.525E-02  1.992E-05  536.25 um    23.47 um    12.23 um  
   9.00 MeV   4.115E-02  1.792E-05  661.53 um    29.59 um    14.98 um  
  10.00 MeV   3.778E-02  1.629E-05  798.64 um    35.58 um    17.97 um  
  11.00 MeV   3.497E-02  1.494E-05  947.37 um    41.56 um    21.20 um  
  12.00 MeV   3.258E-02  1.381E-05    1.11 mm    47.57 um    24.66 um  
  13.00 MeV   3.052E-02  1.285E-05    1.28 mm    53.66 um    28.35 um  
  14.00 MeV   2.873E-02  1.201E-05    1.46 mm    59.83 um    32.27 um  
  15.00 MeV   2.716E-02  1.128E-05    1.66 mm    66.10 um    36.40 um  
  16.00 MeV   2.576E-02  1.064E-05    1.86 mm    72.47 um    40.76 um  
  17.00 MeV   2.452E-02  1.007E-05    2.07 mm    78.95 um    45.33 um  
  18.00 MeV   2.340E-02  9.560E-06    2.30 mm    85.53 um    50.12 um  
  20.00 MeV   2.147E-02  8.687E-06    2.78 mm   110.12 um    60.32 um  
  22.50 MeV   1.950E-02  7.803E-06    3.44 mm   145.30 um    74.22 um  
  25.00 MeV   1.789E-02  7.089E-06    4.17 mm   178.67 um    89.37 um  
  27.50 MeV   1.655E-02  6.499E-06    4.95 mm   211.40 um   105.74 um  
  30.00 MeV   1.542E-02  6.002E-06    5.80 mm   244.02 um   123.30 um  
  32.50 MeV   1.445E-02  5.579E-06    6.70 mm   276.77 um   142.02 um  
  35.00 MeV   1.360E-02  5.214E-06    7.67 mm   309.82 um   161.87 um  
  37.50 MeV   1.286E-02  4.895E-06    8.69 mm   343.24 um   182.84 um  
  40.00 MeV   1.221E-02  4.614E-06    9.77 mm   377.08 um   204.90 um  
  45.00 MeV   1.111E-02  4.142E-06   12.09 mm   502.76 um   252.22 um  
  50.00 MeV   1.021E-02  3.761E-06   14.63 mm   620.76 um   303.68 um  
  55.00 MeV   9.461E-03  3.446E-06   17.38 mm   735.74 um   359.13 um  
  60.00 MeV   8.831E-03  3.182E-06   20.34 mm   849.69 um   418.44 um  
  65.00 MeV   8.292E-03  2.956E-06   23.50 mm   963.61 um   481.49 um  
  70.00 MeV   7.826E-03  2.762E-06   26.85 mm     1.08 mm   548.15 um  
  80.00 MeV   7.057E-03  2.442E-06   34.13 mm     1.50 mm   691.93 um  
  90.00 MeV   6.450E-03  2.192E-06   42.15 mm     1.89 mm   848.98 um  
 100.00 MeV   5.958E-03  1.989E-06   50.87 mm     2.26 mm     1.02 mm  
 110.00 MeV   5.551E-03  1.822E-06   60.27 mm     2.63 mm     1.20 mm  
 120.00 MeV   5.208E-03  1.681E-06   70.33 mm     3.00 mm     1.39 mm  
 130.00 MeV   4.915E-03  1.561E-06   81.02 mm     3.37 mm     1.60 mm  
 140.00 MeV   4.662E-03  1.458E-06   92.32 mm     3.74 mm     1.81 mm  
 150.00 MeV   4.442E-03  1.368E-06  104.20 mm     4.11 mm     2.03 mm  
 160.00 MeV   4.248E-03  1.289E-06  116.65 mm     4.49 mm     2.26 mm  
