 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> November 26, 2024 
 ==================================================================

 Disk File Name = SRIM Outputs\Hydrogen in Rhodium.txt

 Ion = Hydrogen [1] , Mass = 1.008 amu

 Target Density =  1.2399E+01 g/cm3 = 7.2555E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Rh     45    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
 900.00 keV   9.906E-02  8.910E-05    4.82 um     3988 A      6159 A   
   1.00 MeV   9.298E-02  8.181E-05    5.64 um     4500 A      7028 A   
   1.10 MeV   8.893E-02  7.571E-05    6.50 um     5024 A      7938 A   
   1.20 MeV   8.503E-02  7.052E-05    7.40 um     5556 A      8881 A   
   1.30 MeV   8.158E-02  6.605E-05    8.34 um     6098 A      9859 A   
   1.40 MeV   7.848E-02  6.214E-05    9.32 um     6650 A      1.09 um  
   1.50 MeV   7.566E-02  5.871E-05   10.34 um     7211 A      1.19 um  
   1.60 MeV   7.307E-02  5.566E-05   11.40 um     7781 A      1.30 um  
   1.70 MeV   7.068E-02  5.294E-05   12.49 um     8361 A      1.41 um  
   1.80 MeV   6.849E-02  5.048E-05   13.62 um     8951 A      1.52 um  
   2.00 MeV   6.456E-02  4.625E-05   15.99 um     1.04 um     1.75 um  
   2.25 MeV   6.036E-02  4.191E-05   19.15 um     1.24 um     2.06 um  
   2.50 MeV   5.678E-02  3.837E-05   22.51 um     1.44 um     2.38 um  
   2.75 MeV   5.367E-02  3.542E-05   26.09 um     1.64 um     2.72 um  
   3.00 MeV   5.096E-02  3.291E-05   29.86 um     1.84 um     3.07 um  
   3.25 MeV   4.855E-02  3.076E-05   33.83 um     2.05 um     3.44 um  
   3.50 MeV   4.640E-02  2.889E-05   37.99 um     2.26 um     3.82 um  
   3.75 MeV   4.447E-02  2.724E-05   42.34 um     2.47 um     4.21 um  
   4.00 MeV   4.272E-02  2.579E-05   46.88 um     2.69 um     4.62 um  
   4.50 MeV   3.966E-02  2.332E-05   56.49 um     3.28 um     5.48 um  
   5.00 MeV   3.708E-02  2.132E-05   66.82 um     3.86 um     6.39 um  
   5.50 MeV   3.486E-02  1.964E-05   77.83 um     4.44 um     7.35 um  
   6.00 MeV   3.293E-02  1.823E-05   89.53 um     5.03 um     8.35 um  
   6.50 MeV   3.123E-02  1.702E-05  101.89 um     5.63 um     9.41 um  
   7.00 MeV   2.973E-02  1.596E-05  114.90 um     6.25 um    10.51 um  
   8.00 MeV   2.716E-02  1.422E-05  142.82 um     8.00 um    12.85 um  
   9.00 MeV   2.506E-02  1.284E-05  173.25 um     9.71 um    15.37 um  
  10.00 MeV   2.330E-02  1.172E-05  206.11 um    11.43 um    18.06 um  
  11.00 MeV   2.180E-02  1.079E-05  241.35 um    13.18 um    20.92 um  
  12.00 MeV   2.051E-02  9.999E-06  278.92 um    14.96 um    23.94 um  
  13.00 MeV   1.938E-02  9.324E-06  318.79 um    16.78 um    27.12 um  
  14.00 MeV   1.838E-02  8.739E-06  360.91 um    18.65 um    30.47 um  
  15.00 MeV   1.750E-02  8.227E-06  405.24 um    20.55 um    33.96 um  
  16.00 MeV   1.670E-02  7.774E-06  451.76 um    22.51 um    37.61 um  
  17.00 MeV   1.599E-02  7.371E-06  500.43 um    24.51 um    41.40 um  
  18.00 MeV   1.534E-02  7.010E-06  551.22 um    26.55 um    45.35 um  
  20.00 MeV   1.421E-02  6.390E-06  659.04 um    32.56 um    53.67 um  
  22.50 MeV   1.303E-02  5.760E-06  805.29 um    40.99 um    64.86 um  
  25.00 MeV   1.206E-02  5.248E-06  964.05 um    49.29 um    76.90 um  
  27.50 MeV   1.124E-02  4.824E-06    1.14 mm    57.61 um    89.77 um  
  30.00 MeV   1.054E-02  4.466E-06    1.32 mm    66.04 um   103.45 um  
  32.50 MeV   9.935E-03  4.160E-06    1.51 mm    74.61 um   117.91 um  
  35.00 MeV   9.404E-03  3.895E-06    1.72 mm    83.36 um   133.13 um  
  37.50 MeV   8.934E-03  3.664E-06    1.94 mm    92.29 um   149.10 um  
  40.00 MeV   8.517E-03  3.459E-06    2.16 mm   101.41 um   165.80 um  
  45.00 MeV   7.804E-03  3.115E-06    2.65 mm   129.56 um   201.34 um  
  50.00 MeV   7.219E-03  2.835E-06    3.18 mm   156.95 um   239.63 um  
  55.00 MeV   6.728E-03  2.604E-06    3.76 mm   184.22 um   280.57 um  
  60.00 MeV   6.311E-03  2.409E-06    4.37 mm   211.69 um   324.05 um  
  65.00 MeV   5.952E-03  2.243E-06    5.02 mm   239.51 um   369.99 um  
  70.00 MeV   5.638E-03  2.098E-06    5.71 mm   267.76 um   418.32 um  
  80.00 MeV   5.118E-03  1.862E-06    7.19 mm   357.24 um   521.81 um  
  90.00 MeV   4.704E-03  1.675E-06    8.82 mm   442.82 um   633.96 um  
 100.00 MeV   4.365E-03  1.523E-06   10.58 mm   527.31 um   754.25 um  
 110.00 MeV   4.083E-03  1.398E-06   12.47 mm   611.88 um   882.22 um  
 120.00 MeV   3.845E-03  1.292E-06   14.49 mm   697.07 um     1.02 mm  
 130.00 MeV   3.640E-03  1.202E-06   16.62 mm   783.17 um     1.16 mm  
 140.00 MeV   3.463E-03  1.125E-06   18.87 mm   870.30 um     1.31 mm  
 150.00 MeV   3.308E-03  1.057E-06   21.23 mm   958.52 um     1.46 mm  
 160.00 MeV   3.171E-03  9.966E-07   23.70 mm     1.05 mm     1.62 mm  
 170.00 MeV   3.049E-03  9.434E-07   26.27 mm     1.14 mm     1.79 mm  
 180.00 MeV   2.939E-03  8.958E-07   28.94 mm     1.23 mm     1.96 mm  
 200.00 MeV   2.752E-03  8.143E-07   34.56 mm     1.52 mm     2.32 mm  
 225.00 MeV   2.563E-03  7.317E-07   42.09 mm     1.93 mm     2.79 mm  
 250.00 MeV   2.410E-03  6.650E-07   50.14 mm     2.31 mm     3.29 mm  
 275.00 MeV   2.284E-03  6.098E-07   58.66 mm     2.68 mm     3.81 mm  
 300.00 MeV   2.178E-03  5.634E-07   67.63 mm     3.04 mm     4.35 mm  
 325.00 MeV   2.089E-03  5.238E-07   77.01 mm     3.40 mm     4.90 mm  
 350.00 MeV   2.012E-03  4.896E-07   86.77 mm     3.75 mm     5.47 mm  
 375.00 MeV   1.945E-03  4.597E-07   96.89 mm     4.10 mm     6.06 mm  
 400.00 MeV   1.887E-03  4.334E-07  107.33 mm     4.45 mm     6.65 mm  
 450.00 MeV   1.791E-03  3.892E-07  129.12 mm     5.57 mm     7.87 mm  
 500.00 MeV   1.714E-03  3.535E-07  151.98 mm     6.60 mm     9.13 mm  
 550.00 MeV   1.652E-03  3.240E-07  175.78 mm     7.57 mm    10.40 mm  
 600.00 MeV   1.601E-03  2.992E-07  200.42 mm     8.50 mm    11.69 mm  
 650.00 MeV   1.559E-03  2.781E-07  225.78 mm     9.39 mm    13.00 mm  
 700.00 MeV   1.524E-03  2.598E-07  251.78 mm    10.26 mm    14.30 mm  
 800.00 MeV   1.468E-03  2.299E-07  305.41 mm    13.04 mm    16.93 mm  
 900.00 MeV   1.427E-03  2.063E-07  360.83 mm    15.50 mm    19.54 mm  
   1.00 GeV   1.396E-03  1.873E-07  417.69 mm    17.73 mm    22.13 mm  
   1.10 GeV   1.373E-03  1.716E-07  475.67 mm    19.81 mm    24.69 mm  
   1.20 GeV   1.354E-03  1.584E-07  534.55 mm    21.76 mm    27.20 mm  
   1.30 GeV   1.340E-03  1.471E-07  594.14 mm    23.59 mm    29.67 mm  
   1.40 GeV   1.330E-03  1.374E-07  654.30 mm    25.34 mm    32.10 mm  
   1.50 GeV   1.321E-03  1.289E-07  714.91 mm    27.01 mm    34.47 mm  
   1.60 GeV   1.315E-03  1.215E-07  775.86 mm    28.60 mm    36.80 mm  
   1.70 GeV   1.310E-03  1.149E-07  837.08 mm    30.14 mm    39.08 mm  
   1.80 GeV   1.307E-03  1.090E-07  898.51 mm    31.61 mm    41.32 mm  
   2.00 GeV   1.302E-03  9.889E-08    1.02 m     36.52 mm    45.65 mm  
   2.25 GeV   1.301E-03  8.869E-08    1.18 m     43.03 mm    50.82 mm  
   2.50 GeV   1.303E-03  8.046E-08    1.33 m     48.68 mm    55.74 mm  
