 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> November 26, 2024 
 ==================================================================

 Disk File Name = SRIM Outputs\Hydrogen in Neodymium.txt

 Ion = Hydrogen [1] , Mass = 1.008 amu

 Target Density =  7.0080E+00 g/cm3 = 2.9258E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Nd     60    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
 800.00 keV   9.265E-02  8.287E-05    8.20 um     8184 A      1.24 um  
 900.00 keV   8.644E-02  7.548E-05    9.72 um     9340 A      1.43 um  
   1.00 MeV   8.110E-02  6.941E-05   11.36 um     1.05 um     1.64 um  
   1.10 MeV   7.761E-02  6.430E-05   13.09 um     1.18 um     1.85 um  
   1.20 MeV   7.424E-02  5.996E-05   14.90 um     1.30 um     2.07 um  
   1.30 MeV   7.132E-02  5.620E-05   16.78 um     1.43 um     2.30 um  
   1.40 MeV   6.870E-02  5.293E-05   18.75 um     1.56 um     2.54 um  
   1.50 MeV   6.632E-02  5.004E-05   20.79 um     1.69 um     2.78 um  
   1.60 MeV   6.414E-02  4.748E-05   22.90 um     1.83 um     3.03 um  
   1.70 MeV   6.213E-02  4.518E-05   25.08 um     1.96 um     3.28 um  
   1.80 MeV   6.027E-02  4.311E-05   27.34 um     2.10 um     3.54 um  
   2.00 MeV   5.693E-02  3.954E-05   32.05 um     2.43 um     4.09 um  
   2.25 MeV   5.335E-02  3.587E-05   38.32 um     2.87 um     4.80 um  
   2.50 MeV   5.028E-02  3.287E-05   45.00 um     3.31 um     5.54 um  
   2.75 MeV   4.761E-02  3.037E-05   52.08 um     3.75 um     6.32 um  
   3.00 MeV   4.526E-02  2.824E-05   59.55 um     4.21 um     7.13 um  
   3.25 MeV   4.317E-02  2.641E-05   67.39 um     4.67 um     7.97 um  
   3.50 MeV   4.130E-02  2.482E-05   75.61 um     5.14 um     8.85 um  
   3.75 MeV   3.962E-02  2.342E-05   84.19 um     5.62 um     9.75 um  
   4.00 MeV   3.809E-02  2.218E-05   93.14 um     6.11 um    10.69 um  
   4.50 MeV   3.542E-02  2.008E-05  112.07 um     7.36 um    12.65 um  
   5.00 MeV   3.316E-02  1.837E-05  132.37 um     8.61 um    14.72 um  
   5.50 MeV   3.121E-02  1.694E-05  154.02 um     9.87 um    16.91 um  
   6.00 MeV   2.951E-02  1.573E-05  176.97 um    11.16 um    19.20 um  
   6.50 MeV   2.802E-02  1.469E-05  201.21 um    12.47 um    21.60 um  
   7.00 MeV   2.669E-02  1.379E-05  226.71 um    13.81 um    24.10 um  
   8.00 MeV   2.444E-02  1.230E-05  281.36 um    17.42 um    29.42 um  
   9.00 MeV   2.258E-02  1.111E-05  340.82 um    21.02 um    35.12 um  
  10.00 MeV   2.102E-02  1.015E-05  404.95 um    24.66 um    41.21 um  
  11.00 MeV   1.969E-02  9.344E-06  473.66 um    28.36 um    47.67 um  
  12.00 MeV   1.855E-02  8.665E-06  546.84 um    32.16 um    54.49 um  
  13.00 MeV   1.754E-02  8.084E-06  624.40 um    36.06 um    61.67 um  
  14.00 MeV   1.666E-02  7.580E-06  706.27 um    40.05 um    69.19 um  
  15.00 MeV   1.587E-02  7.138E-06  792.37 um    44.15 um    77.05 um  
  16.00 MeV   1.516E-02  6.748E-06  882.65 um    48.36 um    85.24 um  
  17.00 MeV   1.452E-02  6.401E-06  977.03 um    52.67 um    93.76 um  
  18.00 MeV   1.394E-02  6.089E-06    1.08 mm    57.08 um   102.60 um  
  20.00 MeV   1.293E-02  5.553E-06    1.28 mm    69.32 um   121.23 um  
  22.50 MeV   1.188E-02  5.008E-06    1.57 mm    86.37 um   146.26 um  
  25.00 MeV   1.101E-02  4.566E-06    1.87 mm   103.33 um   173.15 um  
  27.50 MeV   1.027E-02  4.199E-06    2.20 mm   120.46 um   201.84 um  
  30.00 MeV   9.640E-03  3.889E-06    2.56 mm   137.90 um   232.29 um  
  32.50 MeV   9.093E-03  3.624E-06    2.93 mm   155.71 um   264.44 um  
  35.00 MeV   8.613E-03  3.394E-06    3.33 mm   173.94 um   298.27 um  
  37.50 MeV   8.189E-03  3.193E-06    3.75 mm   192.61 um   333.72 um  
  40.00 MeV   7.811E-03  3.016E-06    4.18 mm   211.73 um   370.76 um  
  45.00 MeV   7.166E-03  2.717E-06    5.12 mm   267.70 um   449.51 um  
  50.00 MeV   6.635E-03  2.474E-06    6.14 mm   322.77 um   534.24 um  
  55.00 MeV   6.190E-03  2.273E-06    7.24 mm   378.00 um   624.72 um  
  60.00 MeV   5.810E-03  2.104E-06    8.41 mm   433.92 um   720.73 um  
  65.00 MeV   5.483E-03  1.959E-06    9.66 mm   490.78 um   822.10 um  
  70.00 MeV   5.197E-03  1.834E-06   10.97 mm   548.75 um   928.62 um  
  80.00 MeV   4.723E-03  1.627E-06   13.81 mm   724.16 um     1.16 mm  
  90.00 MeV   4.344E-03  1.465E-06   16.92 mm   893.86 um     1.40 mm  
 100.00 MeV   4.035E-03  1.333E-06   20.28 mm     1.06 mm     1.67 mm  
 110.00 MeV   3.777E-03  1.223E-06   23.89 mm     1.23 mm     1.95 mm  
 120.00 MeV   3.558E-03  1.131E-06   27.73 mm     1.40 mm     2.25 mm  
 130.00 MeV   3.371E-03  1.053E-06   31.80 mm     1.58 mm     2.56 mm  
 140.00 MeV   3.208E-03  9.850E-07   36.08 mm     1.75 mm     2.88 mm  
 150.00 MeV   3.066E-03  9.257E-07   40.58 mm     1.93 mm     3.22 mm  
 160.00 MeV   2.940E-03  8.734E-07   45.27 mm     2.12 mm     3.57 mm  
 170.00 MeV   2.828E-03  8.269E-07   50.16 mm     2.30 mm     3.94 mm  
 180.00 MeV   2.727E-03  7.853E-07   55.23 mm     2.49 mm     4.31 mm  
 200.00 MeV   2.555E-03  7.140E-07   65.92 mm     3.06 mm     5.09 mm  
 225.00 MeV   2.381E-03  6.419E-07   80.22 mm     3.84 mm     6.13 mm  
 250.00 MeV   2.240E-03  5.835E-07   95.49 mm     4.59 mm     7.21 mm  
 275.00 MeV   2.124E-03  5.352E-07  111.66 mm     5.32 mm     8.34 mm  
 300.00 MeV   2.027E-03  4.946E-07  128.67 mm     6.04 mm     9.52 mm  
 325.00 MeV   1.945E-03  4.599E-07  146.45 mm     6.75 mm    10.73 mm  
 350.00 MeV   1.874E-03  4.300E-07  164.94 mm     7.45 mm    11.97 mm  
 375.00 MeV   1.813E-03  4.039E-07  184.10 mm     8.15 mm    13.24 mm  
 400.00 MeV   1.760E-03  3.808E-07  203.88 mm     8.85 mm    14.54 mm  
 450.00 MeV   1.671E-03  3.421E-07  245.10 mm    11.01 mm    17.20 mm  
 500.00 MeV   1.601E-03  3.108E-07  288.34 mm    13.00 mm    19.92 mm  
 550.00 MeV   1.544E-03  2.849E-07  333.33 mm    14.89 mm    22.68 mm  
 600.00 MeV   1.497E-03  2.632E-07  379.87 mm    16.70 mm    25.48 mm  
 650.00 MeV   1.458E-03  2.446E-07  427.76 mm    18.45 mm    28.31 mm  
 700.00 MeV   1.426E-03  2.286E-07  476.84 mm    20.14 mm    31.14 mm  
 800.00 MeV   1.375E-03  2.023E-07  577.99 mm    25.45 mm    36.82 mm  
 900.00 MeV   1.338E-03  1.816E-07  682.46 mm    30.15 mm    42.47 mm  
   1.00 GeV   1.310E-03  1.649E-07  789.55 mm    34.44 mm    48.07 mm  
   1.10 GeV   1.289E-03  1.511E-07  898.69 mm    38.44 mm    53.59 mm  
   1.20 GeV   1.272E-03  1.395E-07    1.01 m     42.19 mm    59.01 mm  
   1.30 GeV   1.260E-03  1.296E-07    1.12 m     45.74 mm    64.34 mm  
   1.40 GeV   1.250E-03  1.211E-07    1.23 m     49.12 mm    69.56 mm  
   1.50 GeV   1.243E-03  1.136E-07    1.35 m     52.34 mm    74.68 mm  
   1.60 GeV   1.238E-03  1.071E-07    1.46 m     55.43 mm    79.69 mm  
   1.70 GeV   1.234E-03  1.013E-07    1.58 m     58.39 mm    84.60 mm  
   1.80 GeV   1.231E-03  9.610E-08    1.69 m     61.24 mm    89.40 mm  
   2.00 GeV   1.228E-03  8.721E-08    1.92 m     70.50 mm    98.70 mm  
   2.25 GeV   1.228E-03  7.824E-08    2.21 m     82.71 mm   109.80 mm  
   2.50 GeV   1.231E-03  7.099E-08    2.50 m     93.36 mm   120.34 mm  
   2.75 GeV   1.235E-03  6.501E-08    2.79 m    102.90 mm   130.37 mm  
   3.00 GeV   1.240E-03  5.999E-08    3.08 m    111.60 mm   139.95 mm  
   3.25 GeV   1.246E-03  5.572E-08    3.36 m    119.62 mm   149.10 mm  
   3.50 GeV   1.252E-03  5.203E-08    3.65 m    127.09 mm   157.87 mm  
   3.75 GeV   1.259E-03  4.881E-08    3.93 m    134.09 mm   166.29 mm  
   4.00 GeV   1.265E-03  4.598E-08    4.21 m    140.69 mm   174.38 mm  
   4.50 GeV   1.279E-03  4.123E-08    4.77 m    162.74 mm   189.70 mm  
   5.00 GeV   1.292E-03  3.740E-08    5.33 m    181.81 mm   204.00 mm  
   5.50 GeV   1.305E-03  3.423E-08    5.88 m    198.75 mm   217.43 mm  
   6.00 GeV   1.317E-03  3.158E-08    6.42 m    214.09 mm   230.09 mm  
   6.50 GeV   1.328E-03  2.932E-08    6.96 m    228.17 mm   242.08 mm  
   7.00 GeV   1.340E-03  2.737E-08    7.49 m    241.22 mm   253.48 mm  
   8.00 GeV   1.360E-03  2.418E-08    8.55 m    285.07 mm   274.74 mm  
   9.00 GeV   1.379E-03  2.167E-08    9.59 m    322.03 mm   294.29 mm  
  10.00 GeV   1.396E-03  1.965E-08   10.61 m    354.37 mm   312.42 mm  
-----------------------------------------------------------
 Multiply Stopping by        for Stopping Units
 -------------------        ------------------
  7.0078E+01                 eV / Angstrom 
  7.0078E+02                keV / micron   
  7.0078E+02                MeV / mm       
  1.0000E+00                keV / (ug/cm2) 
  1.0000E+00                MeV / (mg/cm2) 
  1.0000E+03                keV / (mg/cm2) 
  2.3951E+02                 eV / (1E15 atoms/cm2)
  2.7468E+02                L.S.S. reduced units
 ==================================================================
 (C) 1984,1989,1992,1998,2008 by J.P. Biersack and J.F. Ziegler
