 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> November 26, 2024 
 ==================================================================

 Disk File Name = SRIM Outputs\Hydrogen in Titanium.txt

 Ion = Hydrogen [1] , Mass = 1.008 amu

 Target Density =  4.5189E+00 g/cm3 = 5.6812E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Ti     22    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
 900.00 keV   1.485E-01  1.137E-04    8.85 um     4936 A      7107 A   
   1.00 MeV   1.399E-01  1.042E-04   10.37 um     5674 A      8134 A   
   1.10 MeV   1.327E-01  9.616E-05   11.98 um     6412 A      9209 A   
   1.20 MeV   1.255E-01  8.938E-05   13.67 um     7159 A      1.03 um  
   1.30 MeV   1.193E-01  8.355E-05   15.46 um     7919 A      1.15 um  
   1.40 MeV   1.140E-01  7.848E-05   17.34 um     8691 A      1.27 um  
   1.50 MeV   1.092E-01  7.403E-05   19.30 um     9475 A      1.40 um  
   1.60 MeV   1.048E-01  7.008E-05   21.35 um     1.03 um     1.53 um  
   1.70 MeV   1.009E-01  6.656E-05   23.48 um     1.11 um     1.67 um  
   1.80 MeV   9.733E-02  6.340E-05   25.69 um     1.19 um     1.81 um  
   2.00 MeV   9.099E-02  5.796E-05   30.35 um     1.43 um     2.10 um  
   2.25 MeV   8.432E-02  5.240E-05   36.60 um     1.78 um     2.49 um  
   2.50 MeV   7.870E-02  4.788E-05   43.33 um     2.11 um     2.91 um  
   2.75 MeV   7.388E-02  4.411E-05   50.52 um     2.44 um     3.34 um  
   3.00 MeV   6.970E-02  4.092E-05   58.17 um     2.77 um     3.80 um  
   3.25 MeV   6.603E-02  3.819E-05   66.25 um     3.11 um     4.29 um  
   3.50 MeV   6.278E-02  3.582E-05   74.77 um     3.44 um     4.79 um  
   3.75 MeV   5.988E-02  3.375E-05   83.72 um     3.79 um     5.32 um  
   4.00 MeV   5.727E-02  3.191E-05   93.09 um     4.14 um     5.87 um  
   4.50 MeV   5.275E-02  2.881E-05  113.06 um     5.24 um     7.04 um  
   5.00 MeV   4.897E-02  2.628E-05  134.67 um     6.30 um     8.28 um  
   5.50 MeV   4.576E-02  2.418E-05  157.87 um     7.36 um     9.60 um  
   6.00 MeV   4.299E-02  2.241E-05  182.63 um     8.42 um    11.01 um  
   6.50 MeV   4.057E-02  2.090E-05  208.93 um     9.48 um    12.49 um  
   7.00 MeV   3.844E-02  1.958E-05  236.74 um    10.56 um    14.04 um  
   8.00 MeV   3.486E-02  1.742E-05  296.77 um    14.09 um    17.38 um  
   9.00 MeV   3.195E-02  1.570E-05  362.63 um    17.46 um    21.00 um  
  10.00 MeV   2.954E-02  1.431E-05  434.18 um    20.80 um    24.90 um  
