 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> November 26, 2024 
 ==================================================================

 Disk File Name = SRIM Outputs\Hydrogen in Chlorine (gas).txt

 Ion = Hydrogen [1] , Mass = 1.008 amu

 Target Density =  1.8956E+00 g/cm3 = 3.2198E+22 atoms/cm3
 Target is a GAS 
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Cl     17    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
 700.00 keV   2.025E-01  1.604E-04   12.20 um     6077 A      8659 A   
 800.00 keV   1.885E-01  1.435E-04   14.88 um     7569 A      1.02 um  
 900.00 keV   1.768E-01  1.299E-04   17.74 um     9001 A      1.19 um  
   1.00 MeV   1.668E-01  1.189E-04   20.79 um     1.04 um     1.37 um  
   1.10 MeV   1.579E-01  1.097E-04   24.01 um     1.18 um     1.55 um  
   1.20 MeV   1.491E-01  1.019E-04   27.42 um     1.32 um     1.74 um  
   1.30 MeV   1.416E-01  9.519E-05   31.03 um     1.46 um     1.94 um  
   1.40 MeV   1.350E-01  8.937E-05   34.81 um     1.61 um     2.15 um  
   1.50 MeV   1.291E-01  8.426E-05   38.78 um     1.76 um     2.36 um  
   1.60 MeV   1.238E-01  7.974E-05   42.92 um     1.90 um     2.59 um  
   1.70 MeV   1.190E-01  7.570E-05   47.23 um     2.06 um     2.82 um  
   1.80 MeV   1.145E-01  7.208E-05   51.72 um     2.21 um     3.06 um  
   2.00 MeV   1.067E-01  6.585E-05   61.20 um     2.69 um     3.57 um  
   2.25 MeV   9.854E-02  5.949E-05   73.97 um     3.38 um     4.24 um  
   2.50 MeV   9.166E-02  5.432E-05   87.76 um     4.04 um     4.96 um  
   2.75 MeV   8.578E-02  5.002E-05  102.54 um     4.69 um     5.72 um  
   3.00 MeV   8.070E-02  4.639E-05  118.29 um     5.35 um     6.52 um  
   3.25 MeV   7.626E-02  4.327E-05  135.00 um     6.01 um     7.37 um  
   3.50 MeV   7.234E-02  4.057E-05  152.65 um     6.67 um     8.26 um  
   3.75 MeV   6.885E-02  3.821E-05  171.22 um     7.35 um     9.19 um  
   4.00 MeV   6.572E-02  3.611E-05  190.71 um     8.04 um    10.16 um  
   4.50 MeV   6.033E-02  3.258E-05  232.37 um    10.31 um    12.23 um  
   5.00 MeV   5.585E-02  2.971E-05  277.56 um    12.49 um    14.45 um  
   5.50 MeV   5.205E-02  2.733E-05  326.22 um    14.65 um    16.82 um  
   6.00 MeV   4.879E-02  2.532E-05  378.28 um    16.80 um    19.34 um  
   6.50 MeV   4.596E-02  2.360E-05  433.68 um    18.97 um    22.01 um  
   7.00 MeV   4.347E-02  2.211E-05  492.39 um    21.16 um    24.82 um  
   8.00 MeV   3.930E-02  1.965E-05  619.38 um    28.59 um    30.86 um  
   9.00 MeV   3.593E-02  1.771E-05  759.07 um    35.63 um    37.45 um  
  10.00 MeV   3.315E-02  1.613E-05  911.18 um    42.56 um    44.58 um  
  11.00 MeV   3.081E-02  1.482E-05    1.08 mm    49.51 um    52.22 um  
  12.00 MeV   2.881E-02  1.372E-05    1.25 mm    56.53 um    60.38 um  
  13.00 MeV   2.708E-02  1.278E-05    1.44 mm    63.66 um    69.03 um  
  14.00 MeV   2.557E-02  1.196E-05    1.64 mm    70.91 um    78.17 um  
  15.00 MeV   2.423E-02  1.125E-05    1.85 mm    78.29 um    87.80 um  
  16.00 MeV   2.304E-02  1.062E-05    2.07 mm    85.81 um    97.89 um  
  17.00 MeV   2.198E-02  1.006E-05    2.31 mm    93.48 um   108.46 um  
  18.00 MeV   2.102E-02  9.559E-06    2.55 mm   101.29 um   119.48 um  
  20.00 MeV   1.936E-02  8.699E-06    3.07 mm   128.29 um   142.90 um  
  22.50 MeV   1.765E-02  7.828E-06    3.78 mm   166.72 um   174.64 um  
  25.00 MeV   1.625E-02  7.123E-06    4.56 mm   203.55 um   209.07 um  
  27.50 MeV   1.508E-02  6.539E-06    5.40 mm   239.91 um   246.11 um  
