 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> November 26, 2024 
 ==================================================================

 Disk File Name = SRIM Outputs\Hydrogen in Iron.txt

 Ion = Hydrogen [1] , Mass = 1.008 amu

 Target Density =  7.8658E+00 g/cm3 = 8.4817E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Fe     26    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
 900.00 keV   1.411E-01  1.132E-04    5.48 um     3382 A      5057 A   
   1.00 MeV   1.320E-01  1.037E-04    6.40 um     3835 A      5732 A   
   1.10 MeV   1.253E-01  9.579E-05    7.37 um     4296 A      6444 A   
   1.20 MeV   1.188E-01  8.907E-05    8.40 um     4764 A      7190 A   
   1.30 MeV   1.133E-01  8.329E-05    9.48 um     5241 A      7970 A   
   1.40 MeV   1.085E-01  7.827E-05   10.61 um     5726 A      8780 A   
   1.50 MeV   1.041E-01  7.385E-05   11.79 um     6219 A      9619 A   
   1.60 MeV   1.002E-01  6.994E-05   13.02 um     6721 A      1.05 um  
   1.70 MeV   9.654E-02  6.645E-05   14.30 um     7232 A      1.14 um  
   1.80 MeV   9.320E-02  6.331E-05   15.62 um     7751 A      1.23 um  
   2.00 MeV   8.727E-02  5.789E-05   18.41 um     9234 A      1.42 um  
   2.25 MeV   8.098E-02  5.237E-05   22.14 um     1.13 um     1.68 um  
   2.50 MeV   7.567E-02  4.787E-05   26.16 um     1.33 um     1.95 um  
   2.75 MeV   7.111E-02  4.412E-05   30.45 um     1.54 um     2.24 um  
   3.00 MeV   6.714E-02  4.095E-05   35.00 um     1.74 um     2.54 um  
   3.25 MeV   6.365E-02  3.823E-05   39.81 um     1.95 um     2.86 um  
   3.50 MeV   6.055E-02  3.586E-05   44.88 um     2.16 um     3.19 um  
   3.75 MeV   5.779E-02  3.379E-05   50.19 um     2.37 um     3.53 um  
   4.00 MeV   5.530E-02  3.196E-05   55.76 um     2.58 um     3.89 um  
   4.50 MeV   5.099E-02  2.886E-05   67.62 um     3.25 um     4.65 um  
   5.00 MeV   4.738E-02  2.634E-05   80.43 um     3.89 um     5.46 um  
   5.50 MeV   4.430E-02  2.425E-05   94.18 um     4.53 um     6.33 um  
   6.00 MeV   4.165E-02  2.248E-05  108.84 um     5.18 um     7.24 um  
   6.50 MeV   3.934E-02  2.096E-05  124.41 um     5.83 um     8.20 um  
   7.00 MeV   3.730E-02  1.965E-05  140.86 um     6.49 um     9.22 um  
   8.00 MeV   3.386E-02  1.748E-05  176.33 um     8.59 um    11.38 um  
   9.00 MeV   3.106E-02  1.577E-05  215.21 um    10.61 um    13.73 um  
  10.00 MeV   2.874E-02  1.437E-05  257.42 um    12.62 um    16.25 um  
  11.00 MeV   2.678E-02  1.322E-05  302.88 um    14.63 um    18.96 um  
