 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> November 26, 2024 
 ==================================================================

 Disk File Name = SRIM Outputs\Hydrogen in Platinum.txt

 Ion = Hydrogen [1] , Mass = 1.008 amu

 Target Density =  2.1450E+01 g/cm3 = 6.6215E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Pt     78    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
 900.00 keV   6.276E-02  6.539E-05    4.68 um     6590 A      9306 A   
   1.00 MeV   6.077E-02  6.020E-05    5.38 um     7247 A      1.04 um  
   1.10 MeV   5.857E-02  5.585E-05    6.11 um     7907 A      1.16 um  
   1.20 MeV   5.635E-02  5.213E-05    6.87 um     8574 A      1.27 um  
   1.30 MeV   5.451E-02  4.891E-05    7.66 um     9250 A      1.39 um  
   1.40 MeV   5.282E-02  4.610E-05    8.48 um     9934 A      1.51 um  
   1.50 MeV   5.125E-02  4.362E-05    9.32 um     1.06 um     1.64 um  
   1.60 MeV   4.978E-02  4.141E-05   10.20 um     1.13 um     1.76 um  
   1.70 MeV   4.842E-02  3.944E-05   11.09 um     1.20 um     1.89 um  
   1.80 MeV   4.714E-02  3.765E-05   12.02 um     1.27 um     2.02 um  
   2.00 MeV   4.481E-02  3.457E-05   13.94 um     1.43 um     2.29 um  
   2.25 MeV   4.227E-02  3.140E-05   16.49 um     1.64 um     2.64 um  
   2.50 MeV   4.006E-02  2.880E-05   19.19 um     1.85 um     3.01 um  
   2.75 MeV   3.811E-02  2.663E-05   22.04 um     2.06 um     3.39 um  
   3.00 MeV   3.639E-02  2.479E-05   25.03 um     2.28 um     3.78 um  
   3.25 MeV   3.484E-02  2.320E-05   28.16 um     2.50 um     4.19 um  
   3.50 MeV   3.345E-02  2.181E-05   31.44 um     2.72 um     4.61 um  
   3.75 MeV   3.219E-02  2.060E-05   34.85 um     2.95 um     5.04 um  
   4.00 MeV   3.104E-02  1.952E-05   38.39 um     3.19 um     5.49 um  
   4.50 MeV   2.901E-02  1.768E-05   45.86 um     3.74 um     6.41 um  
   5.00 MeV   2.728E-02  1.619E-05   53.84 um     4.30 um     7.39 um  
   5.50 MeV   2.578E-02  1.494E-05   62.31 um     4.87 um     8.42 um  
   6.00 MeV   2.447E-02  1.388E-05   71.27 um     5.45 um     9.49 um  
   6.50 MeV   2.330E-02  1.297E-05   80.70 um     6.05 um    10.61 um  
   7.00 MeV   2.226E-02  1.218E-05   90.60 um     6.66 um    11.77 um  
   8.00 MeV   2.048E-02  1.087E-05  111.73 um     8.18 um    14.22 um  
   9.00 MeV   1.901E-02  9.832E-06  134.63 um     9.71 um    16.84 um  
  10.00 MeV   1.776E-02  8.984E-06  159.24 um    11.28 um    19.62 um  
  11.00 MeV   1.669E-02  8.278E-06  185.52 um    12.88 um    22.56 um  
  12.00 MeV   1.577E-02  7.681E-06  213.44 um    14.53 um    25.65 um  
  13.00 MeV   1.495E-02  7.169E-06  242.95 um    16.23 um    28.88 um  
  14.00 MeV   1.423E-02  6.725E-06  274.04 um    17.97 um    32.27 um  
  15.00 MeV   1.358E-02  6.336E-06  306.66 um    19.76 um    35.79 um  
  16.00 MeV   1.300E-02  5.991E-06  340.80 um    21.59 um    39.46 um  
  17.00 MeV   1.248E-02  5.685E-06  376.44 um    23.48 um    43.26 um  
  18.00 MeV   1.200E-02  5.409E-06  413.55 um    25.41 um    47.20 um  
  20.00 MeV   1.116E-02  4.936E-06  492.07 um    30.38 um    55.47 um  
  22.50 MeV   1.029E-02  4.454E-06  598.17 um    37.23 um    66.54 um  
  25.00 MeV   9.557E-03  4.063E-06  712.88 um    44.13 um    78.38 um  
  27.50 MeV   8.939E-03  3.738E-06  835.99 um    51.16 um    90.98 um  
  30.00 MeV   8.408E-03  3.463E-06  967.31 um    58.35 um   104.31 um  
  32.50 MeV   7.945E-03  3.228E-06    1.11 mm    65.72 um   118.35 um  
  35.00 MeV   7.539E-03  3.025E-06    1.25 mm    73.29 um   133.08 um  
  37.50 MeV   7.179E-03  2.847E-06    1.41 mm    81.05 um   148.49 um  
  40.00 MeV   6.857E-03  2.689E-06    1.57 mm    89.02 um   164.57 um  
  45.00 MeV   6.306E-03  2.424E-06    1.92 mm   110.84 um   198.65 um  
  50.00 MeV   5.850E-03  2.208E-06    2.29 mm   132.60 um   235.20 um  
  55.00 MeV   5.467E-03  2.030E-06    2.70 mm   154.61 um   274.15 um  
