 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> November 26, 2024 
 ==================================================================

 Disk File Name = SRIM Outputs\Hydrogen in Ytterbium.txt

 Ion = Hydrogen [1] , Mass = 1.008 amu

 Target Density =  6.9600E+00 g/cm3 = 2.4222E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Yb     70    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
 700.00 keV   7.808E-02  8.369E-05    8.95 um     1.16 um     1.67 um  
 800.00 keV   7.438E-02  7.543E-05   10.72 um     1.33 um     1.94 um  
 900.00 keV   7.131E-02  6.877E-05   12.57 um     1.49 um     2.22 um  
   1.00 MeV   6.868E-02  6.328E-05   14.51 um     1.66 um     2.50 um  
   1.10 MeV   6.603E-02  5.867E-05   16.53 um     1.82 um     2.79 um  
   1.20 MeV   6.336E-02  5.474E-05   18.63 um     1.99 um     3.08 um  
   1.30 MeV   6.108E-02  5.134E-05   20.83 um     2.16 um     3.39 um  
   1.40 MeV   5.902E-02  4.837E-05   23.10 um     2.34 um     3.70 um  
   1.50 MeV   5.714E-02  4.575E-05   25.46 um     2.51 um     4.01 um  
   1.60 MeV   5.540E-02  4.343E-05   27.90 um     2.69 um     4.34 um  
   1.70 MeV   5.379E-02  4.134E-05   30.41 um     2.87 um     4.67 um  
   1.80 MeV   5.230E-02  3.947E-05   33.00 um     3.05 um     5.01 um  
   2.00 MeV   4.960E-02  3.621E-05   38.40 um     3.46 um     5.70 um  
   2.25 MeV   4.668E-02  3.288E-05   45.56 um     4.00 um     6.61 um  
   2.50 MeV   4.414E-02  3.015E-05   53.17 um     4.55 um     7.56 um  
   2.75 MeV   4.193E-02  2.786E-05   61.20 um     5.10 um     8.54 um  
   3.00 MeV   3.996E-02  2.592E-05   69.66 um     5.67 um     9.56 um  
