 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> November 26, 2024 
 ==================================================================

 Disk File Name = SRIM Outputs\Hydrogen in Cerium.txt

 Ion = Hydrogen [1] , Mass = 1.008 amu

 Target Density =  6.6724E+00 g/cm3 = 2.8676E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Ce     58    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
 800.00 keV   9.235E-02  8.273E-05    8.44 um     7960 A      1.22 um  
 900.00 keV   8.668E-02  7.535E-05   10.04 um     9179 A      1.42 um  
   1.00 MeV   8.180E-02  6.927E-05   11.76 um     1.04 um     1.63 um  
   1.10 MeV   7.831E-02  6.417E-05   13.56 um     1.17 um     1.85 um  
   1.20 MeV   7.490E-02  5.982E-05   15.44 um     1.30 um     2.08 um  
   1.30 MeV   7.201E-02  5.607E-05   17.41 um     1.43 um     2.32 um  
   1.40 MeV   6.943E-02  5.280E-05   19.46 um     1.56 um     2.56 um  
   1.50 MeV   6.708E-02  4.991E-05   21.58 um     1.70 um     2.81 um  
   1.60 MeV   6.492E-02  4.735E-05   23.78 um     1.84 um     3.06 um  
   1.70 MeV   6.293E-02  4.506E-05   26.04 um     1.98 um     3.32 um  
   1.80 MeV   6.109E-02  4.299E-05   28.38 um     2.12 um     3.59 um  
   2.00 MeV   5.777E-02  3.942E-05   33.27 um     2.45 um     4.14 um  
   2.25 MeV   5.420E-02  3.576E-05   39.77 um     2.90 um     4.86 um  
   2.50 MeV   5.113E-02  3.277E-05   46.68 um     3.35 um     5.62 um  
   2.75 MeV   4.845E-02  3.027E-05   54.00 um     3.80 um     6.40 um  
   3.00 MeV   4.609E-02  2.815E-05   61.71 um     4.26 um     7.22 um  
   3.25 MeV   4.399E-02  2.632E-05   69.81 um     4.73 um     8.07 um  
   3.50 MeV   4.210E-02  2.473E-05   78.29 um     5.21 um     8.95 um  
   3.75 MeV   4.040E-02  2.334E-05   87.14 um     5.69 um     9.86 um  
   4.00 MeV   3.885E-02  2.210E-05   96.36 um     6.19 um    10.81 um  
   4.50 MeV   3.614E-02  2.001E-05  115.87 um     7.45 um    12.78 um  
   5.00 MeV   3.384E-02  1.829E-05  136.80 um     8.71 um    14.86 um  
   5.50 MeV   3.186E-02  1.687E-05  159.09 um     9.99 um    17.05 um  
   6.00 MeV   3.013E-02  1.566E-05  182.74 um    11.29 um    19.36 um  
   6.50 MeV   2.861E-02  1.463E-05  207.70 um    12.62 um    21.76 um  
   7.00 MeV   2.725E-02  1.373E-05  233.96 um    13.97 um    24.28 um  
   8.00 MeV   2.494E-02  1.224E-05  290.25 um    17.64 um    29.61 um  
