 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> November 26, 2024 
 ==================================================================

 Disk File Name = SRIM Outputs\Hydrogen in Niobium.txt

 Ion = Hydrogen [1] , Mass = 1.008 amu

 Target Density =  8.5700E+00 g/cm3 = 5.5549E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Nb     41    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
 900.00 keV   1.077E-01  9.262E-05    6.29 um     4646 A      7252 A   
   1.00 MeV   1.010E-01  8.501E-05    7.38 um     5310 A      8340 A   
   1.10 MeV   9.636E-02  7.864E-05    8.53 um     5986 A      9481 A   
   1.20 MeV   9.186E-02  7.323E-05    9.74 um     6671 A      1.07 um  
   1.30 MeV   8.788E-02  6.856E-05   11.01 um     7368 A      1.19 um  
   1.40 MeV   8.436E-02  6.449E-05   12.33 um     8077 A      1.32 um  
   1.50 MeV   8.119E-02  6.092E-05   13.71 um     8798 A      1.45 um  
   1.60 MeV   7.830E-02  5.774E-05   15.14 um     9531 A      1.58 um  
   1.70 MeV   7.566E-02  5.490E-05   16.63 um     1.03 um     1.72 um  
   1.80 MeV   7.324E-02  5.235E-05   18.16 um     1.10 um     1.87 um  
   2.00 MeV   6.893E-02  4.794E-05   21.38 um     1.30 um     2.16 um  
   2.25 MeV   6.433E-02  4.344E-05   25.67 um     1.56 um     2.55 um  
   2.50 MeV   6.043E-02  3.975E-05   30.26 um     1.82 um     2.97 um  
   2.75 MeV   5.705E-02  3.668E-05   35.13 um     2.09 um     3.40 um  
   3.00 MeV   5.410E-02  3.408E-05   40.29 um     2.35 um     3.85 um  
   3.25 MeV   5.149E-02  3.184E-05   45.71 um     2.62 um     4.32 um  
   3.50 MeV   4.916E-02  2.990E-05   51.41 um     2.90 um     4.81 um  
   3.75 MeV   4.707E-02  2.819E-05   57.37 um     3.18 um     5.32 um  
   4.00 MeV   4.518E-02  2.668E-05   63.59 um     3.46 um     5.84 um  
   4.50 MeV   4.188E-02  2.413E-05   76.78 um     4.25 um     6.95 um  
   5.00 MeV   3.909E-02  2.205E-05   90.97 um     5.03 um     8.12 um  
   5.50 MeV   3.671E-02  2.031E-05  106.13 um     5.81 um     9.36 um  
   6.00 MeV   3.464E-02  1.885E-05  122.24 um     6.60 um    10.67 um  
   6.50 MeV   3.282E-02  1.759E-05  139.28 um     7.40 um    12.04 um  
   7.00 MeV   3.121E-02  1.650E-05  157.24 um     8.22 um    13.47 um  
   8.00 MeV   2.847E-02  1.470E-05  195.83 um    10.60 um    16.52 um  
   9.00 MeV   2.623E-02  1.327E-05  237.93 um    12.93 um    19.81 um  
  10.00 MeV   2.436E-02  1.210E-05  283.46 um    15.26 um    23.33 um  
  11.00 MeV   2.277E-02  1.114E-05  332.34 um    17.62 um    27.07 um  
  12.00 MeV   2.140E-02  1.032E-05  384.50 um    20.02 um    31.03 um  
  13.00 MeV   2.021E-02  9.625E-06  439.88 um    22.48 um    35.21 um  
  14.00 MeV   1.916E-02  9.020E-06  498.43 um    24.99 um    39.60 um  
  15.00 MeV   1.822E-02  8.490E-06  560.10 um    27.56 um    44.20 um  
  16.00 MeV   1.738E-02  8.022E-06  624.85 um    30.19 um    49.00 um  
  17.00 MeV   1.663E-02  7.606E-06  692.62 um    32.88 um    54.00 um  
  18.00 MeV   1.595E-02  7.233E-06  763.39 um    35.63 um    59.19 um  
  20.00 MeV   1.476E-02  6.591E-06  913.70 um    43.90 um    70.17 um  
  22.50 MeV   1.353E-02  5.940E-06    1.12 mm    55.53 um    84.95 um  
  25.00 MeV   1.251E-02  5.412E-06    1.34 mm    66.94 um   100.87 um  
  27.50 MeV   1.165E-02  4.974E-06    1.58 mm    78.35 um   117.91 um  
  30.00 MeV   1.092E-02  4.604E-06    1.83 mm    89.88 um   136.02 um  
  32.50 MeV   1.029E-02  4.288E-06    2.11 mm   101.60 um   155.19 um  
  35.00 MeV   9.733E-03  4.015E-06    2.39 mm   113.55 um   175.38 um  
  37.50 MeV   9.243E-03  3.776E-06    2.70 mm   125.73 um   196.57 um  
  40.00 MeV   8.808E-03  3.565E-06    3.02 mm   138.17 um   218.75 um  
  45.00 MeV   8.066E-03  3.209E-06    3.70 mm   177.26 um   265.97 um  
  50.00 MeV   7.457E-03  2.921E-06    4.45 mm   215.16 um   316.89 um  
  55.00 MeV   6.948E-03  2.682E-06    5.25 mm   252.81 um   371.36 um  
  60.00 MeV   6.514E-03  2.481E-06    6.11 mm   290.66 um   429.25 um  
  65.00 MeV   6.141E-03  2.310E-06    7.02 mm   328.94 um   490.44 um  
