 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> November 26, 2024 
 ==================================================================

 Disk File Name = SRIM Outputs\Hydrogen in Gallium.txt

 Ion = Hydrogen [1] , Mass = 1.008 amu

 Target Density =  5.9040E+00 g/cm3 = 5.0995E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Ga     31    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
 800.00 keV   1.257E-01  1.098E-04    7.95 um     5808 A      9084 A   
 900.00 keV   1.195E-01  9.970E-05    9.30 um     6548 A      1.03 um  
   1.00 MeV   1.142E-01  9.141E-05   10.72 um     7287 A      1.15 um  
   1.10 MeV   1.090E-01  8.448E-05   12.21 um     8029 A      1.27 um  
   1.20 MeV   1.037E-01  7.859E-05   13.77 um     8783 A      1.40 um  
   1.30 MeV   9.921E-02  7.353E-05   15.41 um     9551 A      1.54 um  
   1.40 MeV   9.516E-02  6.912E-05   17.12 um     1.03 um     1.68 um  
   1.50 MeV   9.150E-02  6.524E-05   18.90 um     1.11 um     1.82 um  
   1.60 MeV   8.816E-02  6.181E-05   20.76 um     1.19 um     1.97 um  
   1.70 MeV   8.509E-02  5.874E-05   22.68 um     1.28 um     2.12 um  
   1.80 MeV   8.228E-02  5.598E-05   24.67 um     1.36 um     2.27 um  
   2.00 MeV   7.726E-02  5.122E-05   28.86 um     1.59 um     2.60 um  
   2.25 MeV   7.191E-02  4.636E-05   34.45 um     1.90 um     3.02 um  
   2.50 MeV   6.737E-02  4.239E-05   40.45 um     2.21 um     3.48 um  
   2.75 MeV   6.346E-02  3.909E-05   46.84 um     2.52 um     3.95 um  
   3.00 MeV   6.004E-02  3.629E-05   53.60 um     2.84 um     4.45 um  
   3.25 MeV   5.702E-02  3.389E-05   60.74 um     3.16 um     4.98 um  
   3.50 MeV   5.434E-02  3.181E-05   68.25 um     3.48 um     5.52 um  
   3.75 MeV   5.193E-02  2.998E-05   76.12 um     3.81 um     6.09 um  
   4.00 MeV   4.976E-02  2.836E-05   84.35 um     4.15 um     6.68 um  
   4.50 MeV   4.598E-02  2.562E-05  101.84 um     5.14 um     7.92 um  
   5.00 MeV   4.281E-02  2.340E-05  120.71 um     6.11 um     9.25 um  
   5.50 MeV   4.011E-02  2.154E-05  140.91 um     7.08 um    10.65 um  
   6.00 MeV   3.776E-02  1.998E-05  162.43 um     8.06 um    12.14 um  
   6.50 MeV   3.571E-02  1.864E-05  185.24 um     9.05 um    13.70 um  
   7.00 MeV   3.390E-02  1.747E-05  209.32 um    10.05 um    15.33 um  
   8.00 MeV   3.083E-02  1.555E-05  261.16 um    13.16 um    18.83 um  
   9.00 MeV   2.834E-02  1.403E-05  317.88 um    16.16 um    22.62 um  
  10.00 MeV   2.626E-02  1.279E-05  379.36 um    19.15 um    26.68 um  
  11.00 MeV   2.450E-02  1.177E-05  445.49 um    22.16 um    31.02 um  
  12.00 MeV   2.298E-02  1.090E-05  516.18 um    25.22 um    35.62 um  
  13.00 MeV   2.167E-02  1.016E-05  591.36 um    28.33 um    40.49 um  
  14.00 MeV   2.051E-02  9.518E-06  670.94 um    31.51 um    45.61 um  
  15.00 MeV   1.949E-02  8.956E-06  754.87 um    34.76 um    50.98 um  
  16.00 MeV   1.857E-02  8.460E-06  843.09 um    38.08 um    56.60 um  
  17.00 MeV   1.775E-02  8.019E-06  935.52 um    41.47 um    62.46 um  
  18.00 MeV   1.701E-02  7.624E-06    1.03 mm    44.94 um    68.56 um  
  20.00 MeV   1.571E-02  6.944E-06    1.24 mm    55.92 um    81.47 um  
  22.50 MeV   1.438E-02  6.255E-06    1.52 mm    71.45 um    98.89 um  
  25.00 MeV   1.327E-02  5.696E-06    1.82 mm    86.53 um   117.70 um  
  27.50 MeV   1.235E-02  5.233E-06    2.15 mm   101.54 um   137.87 um  
  30.00 MeV   1.156E-02  4.842E-06    2.50 mm   116.65 um   159.34 um  
  32.50 MeV   1.088E-02  4.509E-06    2.87 mm   131.95 um   182.09 um  
  35.00 MeV   1.028E-02  4.220E-06    3.27 mm   147.50 um   206.09 um  
  37.50 MeV   9.760E-03  3.968E-06    3.69 mm   163.33 um   231.31 um  
  40.00 MeV   9.294E-03  3.745E-06    4.13 mm   179.46 um   257.72 um  
  45.00 MeV   8.501E-03  3.370E-06    5.08 mm   232.37 um   314.04 um  
  50.00 MeV   7.851E-03  3.066E-06    6.11 mm   283.20 um   374.85 um  
  55.00 MeV   7.308E-03  2.815E-06    7.22 mm   333.42 um   439.98 um  
  60.00 MeV   6.847E-03  2.603E-06    8.40 mm   383.70 um   509.27 um  
  65.00 MeV   6.451E-03  2.422E-06    9.67 mm   434.39 um   582.59 um  
  70.00 MeV   6.106E-03  2.266E-06   11.01 mm   485.67 um   659.80 um  
  80.00 MeV   5.535E-03  2.009E-06   13.90 mm   656.35 um   825.40 um  
  90.00 MeV   5.081E-03  1.806E-06   17.07 mm   817.63 um     1.01 mm  
 100.00 MeV   4.711E-03  1.642E-06   20.51 mm   975.66 um     1.20 mm  
 110.00 MeV   4.403E-03  1.506E-06   24.21 mm     1.13 mm     1.40 mm  
 120.00 MeV   4.143E-03  1.392E-06   28.15 mm     1.29 mm     1.62 mm  
 130.00 MeV   3.920E-03  1.295E-06   32.32 mm     1.45 mm     1.85 mm  
 140.00 MeV   3.727E-03  1.211E-06   36.73 mm     1.61 mm     2.09 mm  
 150.00 MeV   3.558E-03  1.137E-06   41.35 mm     1.77 mm     2.34 mm  
 160.00 MeV   3.409E-03  1.072E-06   46.18 mm     1.93 mm     2.60 mm  
