 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> November 26, 2024 
 ==================================================================

 Disk File Name = SRIM Outputs\Hydrogen in Aluminum.txt

 Ion = Hydrogen [1] , Mass = 1.008 amu

 Target Density =  2.7020E+00 g/cm3 = 6.0305E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Al     13    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
  32.50 MeV   1.348E-02  5.851E-06    4.99 mm   211.97 um   198.10 um  
  35.00 MeV   1.271E-02  5.472E-06    5.69 mm   237.08 um   225.06 um  
  37.50 MeV   1.204E-02  5.141E-06    6.44 mm   262.53 um   253.48 um  
  40.00 MeV   1.145E-02  4.850E-06    7.23 mm   288.35 um   283.31 um  
  45.00 MeV   1.044E-02  4.359E-06    8.91 mm   380.32 um   347.11 um  
  50.00 MeV   9.619E-03  3.962E-06   10.75 mm   467.27 um   416.26 um  
  55.00 MeV   8.934E-03  3.634E-06   12.74 mm   552.34 um   490.56 um  
  60.00 MeV   8.354E-03  3.358E-06   14.88 mm   636.88 um   569.82 um  
  65.00 MeV   7.857E-03  3.122E-06   17.16 mm   721.60 um   653.89 um  
  70.00 MeV   7.425E-03  2.919E-06   19.57 mm   806.87 um   742.61 um  
  80.00 MeV   6.713E-03  2.585E-06   24.80 mm     1.11 mm   933.43 um  
  90.00 MeV   6.148E-03  2.321E-06   30.55 mm     1.39 mm     1.14 mm  
 100.00 MeV   5.689E-03  2.109E-06   36.79 mm     1.67 mm     1.37 mm  
 110.00 MeV   5.309E-03  1.933E-06   43.50 mm     1.94 mm     1.60 mm  
 120.00 MeV   4.988E-03  1.785E-06   50.68 mm     2.21 mm     1.86 mm  
 130.00 MeV   4.714E-03  1.659E-06   58.29 mm     2.48 mm     2.12 mm  
 140.00 MeV   4.477E-03  1.550E-06   66.33 mm     2.75 mm     2.40 mm  
 150.00 MeV   4.269E-03  1.456E-06   74.77 mm     3.02 mm     2.70 mm  
 160.00 MeV   4.087E-03  1.372E-06   83.61 mm     3.30 mm     3.00 mm  
 170.00 MeV   3.925E-03  1.298E-06   92.82 mm     3.57 mm     3.31 mm  
 180.00 MeV   3.780E-03  1.232E-06  102.41 mm     3.85 mm     3.64 mm  
 200.00 MeV   3.532E-03  1.118E-06  122.62 mm     4.85 mm     4.32 mm  
 225.00 MeV   3.282E-03  1.004E-06  149.74 mm     6.25 mm     5.22 mm  
 250.00 MeV   3.080E-03  9.110E-07  178.77 mm     7.54 mm     6.16 mm  
 275.00 MeV   2.915E-03  8.345E-07  209.58 mm     8.78 mm     7.16 mm  
 300.00 MeV   2.776E-03  7.703E-07  242.04 mm     9.98 mm     8.19 mm  
 325.00 MeV   2.659E-03  7.156E-07  276.02 mm    11.16 mm     9.25 mm  
 350.00 MeV   2.558E-03  6.684E-07  311.42 mm    12.31 mm    10.35 mm  
 375.00 MeV   2.471E-03  6.272E-07  348.14 mm    13.44 mm    11.47 mm  
 400.00 MeV   2.395E-03  5.910E-07  386.09 mm    14.56 mm    12.62 mm  
 450.00 MeV   2.269E-03  5.301E-07  465.32 mm    18.53 mm    14.97 mm  
 500.00 MeV   2.169E-03  4.810E-07  548.58 mm    22.11 mm    17.39 mm  
 550.00 MeV   2.088E-03  4.404E-07  635.37 mm    25.44 mm    19.85 mm  
 600.00 MeV   2.022E-03  4.064E-07  725.26 mm    28.60 mm    22.35 mm  
 650.00 MeV   1.967E-03  3.774E-07  817.90 mm    31.62 mm    24.87 mm  
 700.00 MeV   1.920E-03  3.524E-07  912.96 mm    34.52 mm    27.41 mm  
 800.00 MeV   1.847E-03  3.114E-07    1.11 m     44.57 mm    32.50 mm  
 900.00 MeV   1.793E-03  2.792E-07    1.31 m     53.29 mm    37.58 mm  
   1.00 GeV   1.752E-03  2.532E-07    1.52 m     61.17 mm    42.63 mm  
   1.10 GeV   1.720E-03  2.318E-07    1.73 m     68.45 mm    47.61 mm  
   1.20 GeV   1.695E-03  2.138E-07    1.95 m     75.24 mm    52.52 mm  
   1.30 GeV   1.676E-03  1.985E-07    2.17 m     81.64 mm    57.35 mm  
   1.40 GeV   1.661E-03  1.853E-07    2.39 m     87.70 mm    62.09 mm  
   1.50 GeV   1.649E-03  1.738E-07    2.61 m     93.46 mm    66.75 mm  
   1.60 GeV   1.640E-03  1.637E-07    2.84 m     98.97 mm    71.31 mm  
   1.70 GeV   1.632E-03  1.547E-07    3.07 m    104.25 mm    75.79 mm  
   1.80 GeV   1.626E-03  1.467E-07    3.29 m    109.32 mm    80.18 mm  
   2.00 GeV   1.619E-03  1.330E-07    3.75 m    127.32 mm    88.69 mm  
   2.25 GeV   1.615E-03  1.192E-07    4.32 m    151.28 mm    98.88 mm  
   2.50 GeV   1.614E-03  1.080E-07    4.89 m    172.01 mm   108.58 mm  
   2.75 GeV   1.616E-03  9.885E-08    5.46 m    190.50 mm   117.84 mm  
   3.00 GeV   1.620E-03  9.114E-08    6.04 m    207.30 mm   126.70 mm  
   3.25 GeV   1.625E-03  8.459E-08    6.61 m    222.77 mm   135.19 mm  
   3.50 GeV   1.630E-03  7.893E-08    7.17 m    237.16 mm   143.34 mm  
   3.75 GeV   1.636E-03  7.401E-08    7.74 m    250.63 mm   151.18 mm  
   4.00 GeV   1.642E-03  6.968E-08    8.30 m    263.34 mm   158.73 mm  
   4.50 GeV   1.655E-03  6.242E-08    9.43 m    307.95 mm   173.07 mm  
   5.00 GeV   1.668E-03  5.656E-08   10.54 m    346.32 mm   186.50 mm  
   5.50 GeV   1.680E-03  5.174E-08   11.64 m    380.37 mm   199.14 mm  
   6.00 GeV   1.692E-03  4.769E-08   12.74 m    411.17 mm   211.10 mm  
   6.50 GeV   1.704E-03  4.425E-08   13.83 m    439.45 mm   222.46 mm  
   7.00 GeV   1.715E-03  4.129E-08   14.91 m    465.68 mm   233.28 mm  
   8.00 GeV   1.736E-03  3.643E-08   17.06 m    556.27 mm   253.54 mm  
   9.00 GeV   1.754E-03  3.262E-08   19.18 m    632.43 mm   272.25 mm  
  10.00 GeV   1.771E-03  2.956E-08   21.28 m    699.08 mm   289.67 mm  
-----------------------------------------------------------
 Multiply Stopping by        for Stopping Units
 -------------------        ------------------
  2.7019E+01                 eV / Angstrom 
  2.7019E+02                keV / micron   
  2.7019E+02                MeV / mm       
  1.0000E+00                keV / (ug/cm2) 
  1.0000E+00                MeV / (mg/cm2) 
  1.0000E+03                keV / (mg/cm2) 
  4.4804E+01                 eV / (1E15 atoms/cm2)
  2.8899E+01                L.S.S. reduced units
 ==================================================================
 (C) 1984,1989,1992,1998,2008 by J.P. Biersack and J.F. Ziegler
