 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> November 26, 2024 
 ==================================================================

 Disk File Name = SRIM Outputs\Hydrogen in Europium.txt

 Ion = Hydrogen [1] , Mass = 1.008 amu

 Target Density =  5.2440E+00 g/cm3 = 2.0780E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Eu     63    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
 700.00 keV   9.514E-02  9.030E-05    9.85 um     1.13 um     1.66 um  
 800.00 keV   8.876E-02  8.132E-05   11.83 um     1.29 um     1.92 um  
 900.00 keV   8.326E-02  7.410E-05   13.94 um     1.45 um     2.20 um  
   1.00 MeV   7.847E-02  6.815E-05   16.20 um     1.62 um     2.49 um  
   1.10 MeV   7.512E-02  6.316E-05   18.57 um     1.80 um     2.79 um  
   1.20 MeV   7.187E-02  5.890E-05   21.06 um     1.97 um     3.10 um  
   1.30 MeV   6.908E-02  5.522E-05   23.66 um     2.15 um     3.43 um  
   1.40 MeV   6.658E-02  5.201E-05   26.36 um     2.34 um     3.76 um  
   1.50 MeV   6.431E-02  4.918E-05   29.16 um     2.52 um     4.11 um  
   1.60 MeV   6.222E-02  4.666E-05   32.06 um     2.71 um     4.46 um  
   1.70 MeV   6.030E-02  4.441E-05   35.06 um     2.91 um     4.82 um  
   1.80 MeV   5.852E-02  4.239E-05   38.15 um     3.10 um     5.19 um  
   2.00 MeV   5.532E-02  3.888E-05   44.62 um     3.56 um     5.96 um  
   2.25 MeV   5.188E-02  3.528E-05   53.22 um     4.17 um     6.96 um  
   2.50 MeV   4.892E-02  3.234E-05   62.38 um     4.79 um     8.01 um  
   2.75 MeV   4.634E-02  2.988E-05   72.07 um     5.41 um     9.11 um  
   3.00 MeV   4.408E-02  2.779E-05   82.30 um     6.05 um    10.25 um  
   3.25 MeV   4.206E-02  2.599E-05   93.04 um     6.70 um    11.44 um  
   3.50 MeV   4.025E-02  2.443E-05  104.29 um     7.36 um    12.67 um  
