 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> November 26, 2024 
 ==================================================================

 Disk File Name = SRIM Outputs\Hydrogen in Manganese.txt

 Ion = Hydrogen [1] , Mass = 1.008 amu

 Target Density =  7.4341E+00 g/cm3 = 8.1488E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Mn     25    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
 900.00 keV   1.411E-01  1.090E-04    5.91 um     3611 A      5403 A   
   1.00 MeV   1.327E-01  9.983E-05    6.88 um     4078 A      6098 A   
   1.10 MeV   1.257E-01  9.220E-05    7.91 um     4553 A      6828 A   
   1.20 MeV   1.188E-01  8.573E-05    8.99 um     5037 A      7594 A   
   1.30 MeV   1.132E-01  8.016E-05   10.14 um     5533 A      8395 A   
   1.40 MeV   1.083E-01  7.531E-05   11.34 um     6037 A      9230 A   
   1.50 MeV   1.039E-01  7.106E-05   12.59 um     6551 A      1.01 um  
   1.60 MeV   9.984E-02  6.729E-05   13.89 um     7074 A      1.10 um  
   1.70 MeV   9.617E-02  6.392E-05   15.25 um     7606 A      1.19 um  
   1.80 MeV   9.280E-02  6.090E-05   16.66 um     8148 A      1.29 um  
   2.00 MeV   8.684E-02  5.569E-05   19.62 um     9710 A      1.49 um  
   2.25 MeV   8.053E-02  5.037E-05   23.60 um     1.19 um     1.75 um  
   2.50 MeV   7.520E-02  4.603E-05   27.87 um     1.40 um     2.03 um  
   2.75 MeV   7.063E-02  4.243E-05   32.44 um     1.62 um     2.33 um  
   3.00 MeV   6.666E-02  3.937E-05   37.29 um     1.83 um     2.65 um  
   3.25 MeV   6.317E-02  3.675E-05   42.42 um     2.05 um     2.98 um  
   3.50 MeV   6.008E-02  3.448E-05   47.83 um     2.27 um     3.32 um  
   3.75 MeV   5.731E-02  3.249E-05   53.50 um     2.50 um     3.68 um  
   4.00 MeV   5.483E-02  3.072E-05   59.45 um     2.72 um     4.05 um  
   4.50 MeV   5.052E-02  2.774E-05   72.11 um     3.43 um     4.85 um  
   5.00 MeV   4.693E-02  2.532E-05   85.80 um     4.11 um     5.69 um  
   5.50 MeV   4.386E-02  2.330E-05  100.50 um     4.79 um     6.59 um  
   6.00 MeV   4.122E-02  2.160E-05  116.18 um     5.48 um     7.55 um  
   6.50 MeV   3.892E-02  2.014E-05  132.83 um     6.17 um     8.55 um  
   7.00 MeV   3.689E-02  1.888E-05  150.43 um     6.87 um     9.61 um  
   8.00 MeV   3.347E-02  1.680E-05  188.40 um     9.12 um    11.87 um  
   9.00 MeV   3.070E-02  1.515E-05  230.04 um    11.27 um    14.33 um  
  10.00 MeV   2.839E-02  1.381E-05  275.25 um    13.41 um    16.98 um  
  11.00 MeV   2.645E-02  1.269E-05  323.97 um    15.56 um    19.81 um  
  12.00 MeV   2.478E-02  1.176E-05  376.12 um    17.73 um    22.82 um  
  13.00 MeV   2.333E-02  1.095E-05  431.65 um    19.95 um    26.01 um  
  14.00 MeV   2.207E-02  1.026E-05  490.50 um    22.20 um    29.37 um  
  15.00 MeV   2.094E-02  9.651E-06  552.62 um    24.50 um    32.89 um  
  16.00 MeV   1.994E-02  9.115E-06  617.97 um    26.85 um    36.59 um  
  17.00 MeV   1.904E-02  8.637E-06  686.50 um    29.25 um    40.45 um  
  18.00 MeV   1.823E-02  8.210E-06  758.18 um    31.70 um    44.47 um  
  20.00 MeV   1.682E-02  7.476E-06  910.75 um    39.74 um    52.99 um  
  22.50 MeV   1.537E-02  6.732E-06    1.12 mm    51.14 um    64.51 um  
  25.00 MeV   1.418E-02  6.128E-06    1.34 mm    62.15 um    76.97 um  
  27.50 MeV   1.318E-02  5.628E-06    1.59 mm    73.07 um    90.35 um  
