 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> November 26, 2024 
 ==================================================================

 Disk File Name = SRIM Outputs\Hydrogen in Nitrogen (gas).txt

 Ion = Hydrogen [1] , Mass = 1.008 amu

 Target Density =  1.2500E-03 g/cm3 = 5.3741E+19 atoms/cm3
 Target is a GAS 
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      N      7    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
 375.00 keV   4.179E-01  3.441E-04    5.27 mm   230.45 um   288.29 um  
 400.00 keV   4.015E-01  3.258E-04    5.76 mm   244.81 um   304.96 um  
 450.00 keV   3.730E-01  2.949E-04    6.79 mm   292.98 um   340.35 um  
 500.00 keV   3.489E-01  2.696E-04    7.89 mm   340.28 um   378.39 um  
 550.00 keV   3.283E-01  2.486E-04    9.07 mm   387.33 um   418.98 um  
 600.00 keV   3.104E-01  2.308E-04   10.32 mm   434.46 um   462.02 um  
 650.00 keV   2.946E-01  2.155E-04   11.64 mm   481.87 um   507.42 um  
 700.00 keV   2.806E-01  2.022E-04   13.02 mm   529.68 um   555.09 um  
 800.00 keV   2.567E-01  1.803E-04   15.99 mm   693.21 um   657.05 um  
 900.00 keV   2.371E-01  1.629E-04   19.23 mm   847.87 um   767.41 um  
   1.00 MeV   2.206E-01  1.487E-04   22.71 mm   999.14 um   885.82 um  
   1.10 MeV   2.081E-01  1.369E-04   26.44 mm     1.15 mm     1.01 mm  
   1.20 MeV   1.957E-01  1.269E-04   30.39 mm     1.30 mm     1.14 mm  
   1.30 MeV   1.852E-01  1.184E-04   34.58 mm     1.45 mm     1.28 mm  
   1.40 MeV   1.760E-01  1.110E-04   39.00 mm     1.60 mm     1.43 mm  
   1.50 MeV   1.678E-01  1.045E-04   43.64 mm     1.75 mm     1.58 mm  
   1.60 MeV   1.605E-01  9.880E-05   48.50 mm     1.91 mm     1.74 mm  
   1.70 MeV   1.538E-01  9.370E-05   53.58 mm     2.06 mm     1.91 mm  
   1.80 MeV   1.477E-01  8.913E-05   58.87 mm     2.22 mm     2.08 mm  
   2.00 MeV   1.370E-01  8.127E-05   70.09 mm     2.78 mm     2.44 mm  
   2.25 MeV   1.259E-01  7.329E-05   85.28 mm     3.57 mm     2.93 mm  
   2.50 MeV   1.166E-01  6.680E-05  101.74 mm     4.33 mm     3.45 mm  
   2.75 MeV   1.087E-01  6.142E-05  119.46 mm     5.07 mm     4.01 mm  
   3.00 MeV   1.020E-01  5.688E-05  138.41 mm     5.81 mm     4.60 mm  
   3.25 MeV   9.606E-02  5.299E-05  158.57 mm     6.54 mm     5.23 mm  
   3.50 MeV   9.087E-02  4.963E-05  179.92 mm     7.29 mm     5.89 mm  
   3.75 MeV   8.626E-02  4.669E-05  202.46 mm     8.04 mm     6.58 mm  
   4.00 MeV   8.214E-02  4.409E-05  226.17 mm     8.80 mm     7.31 mm  
   4.50 MeV   7.508E-02  3.971E-05  277.00 mm    11.53 mm     8.86 mm  
   5.00 MeV   6.923E-02  3.616E-05  332.37 mm    14.11 mm    10.53 mm  
   5.50 MeV   6.430E-02  3.322E-05  392.20 mm    16.64 mm    12.33 mm  
   6.00 MeV   6.009E-02  3.074E-05  456.41 mm    19.16 mm    14.25 mm  
   6.50 MeV   5.644E-02  2.862E-05  524.95 mm    21.68 mm    16.29 mm  
   7.00 MeV   5.325E-02  2.679E-05  597.76 mm    24.23 mm    18.44 mm  
   8.00 MeV   4.792E-02  2.377E-05  755.83 mm    33.38 mm    23.09 mm  
   9.00 MeV   4.365E-02  2.139E-05  930.42 mm    41.96 mm    28.20 mm  
  10.00 MeV   4.013E-02  1.946E-05    1.12 m     50.36 mm    33.74 mm  
  11.00 MeV   3.718E-02  1.786E-05    1.33 m     58.75 mm    39.72 mm  
  12.00 MeV   3.468E-02  1.652E-05    1.55 m     67.20 mm    46.11 mm  
  13.00 MeV   3.252E-02  1.537E-05    1.79 m     75.76 mm    52.93 mm  
  14.00 MeV   3.063E-02  1.438E-05    2.04 m     84.45 mm    60.15 mm  
  15.00 MeV   2.897E-02  1.351E-05    2.31 m     93.28 mm    67.77 mm  
  16.00 MeV   2.750E-02  1.275E-05    2.59 m    102.26 mm    75.79 mm  
  17.00 MeV   2.619E-02  1.207E-05    2.89 m    111.39 mm    84.20 mm  
  18.00 MeV   2.500E-02  1.146E-05    3.20 m    120.69 mm    92.99 mm  
  20.00 MeV   2.296E-02  1.042E-05    3.87 m    154.77 mm   111.72 mm  
  22.50 MeV   2.087E-02  9.364E-06    4.78 m    203.48 mm   137.22 mm  
  25.00 MeV   1.917E-02  8.511E-06    5.78 m    249.80 mm   164.98 mm  
  27.50 MeV   1.774E-02  7.806E-06    6.86 m    295.30 mm   194.94 mm  
  30.00 MeV   1.654E-02  7.213E-06    8.03 m    340.68 mm   227.05 mm  
  32.50 MeV   1.551E-02  6.707E-06    9.27 m    386.31 mm   261.26 mm  
  35.00 MeV   1.461E-02  6.270E-06   10.60 m    432.37 mm   297.51 mm  
  37.50 MeV   1.382E-02  5.889E-06   12.01 m    478.98 mm   335.78 mm  
  40.00 MeV   1.312E-02  5.553E-06   13.49 m    526.22 mm   376.02 mm  
  45.00 MeV   1.195E-02  4.987E-06   16.68 m    699.30 mm   462.28 mm  
  50.00 MeV   1.099E-02  4.531E-06   20.17 m    862.18 mm   555.99 mm  
  55.00 MeV   1.019E-02  4.153E-06   23.94 m      1.02 m    656.89 mm  
  60.00 MeV   9.517E-03  3.836E-06   28.00 m      1.18 m    764.73 mm  
  65.00 MeV   8.941E-03  3.565E-06   32.33 m      1.34 m    879.29 mm  
  70.00 MeV   8.442E-03  3.331E-06   36.92 m      1.50 m      1.00 m   
  80.00 MeV   7.619E-03  2.948E-06   46.88 m      2.07 m      1.26 m   
  90.00 MeV   6.969E-03  2.646E-06   57.85 m      2.60 m      1.55 m   
 100.00 MeV   6.441E-03  2.403E-06   69.78 m      3.12 m      1.85 m   
 110.00 MeV   6.004E-03  2.201E-06   82.62 m      3.63 m      2.18 m   
 120.00 MeV   5.636E-03  2.032E-06   96.36 m      4.14 m      2.53 m   
 130.00 MeV   5.322E-03  1.888E-06  110.94 m      4.65 m      2.90 m   
 140.00 MeV   5.051E-03  1.764E-06  126.35 m      5.16 m      3.28 m   
 150.00 MeV   4.814E-03  1.655E-06  142.56 m      5.67 m      3.69 m   
 160.00 MeV   4.606E-03  1.560E-06  159.52 m      6.19 m      4.11 m   
 170.00 MeV   4.421E-03  1.475E-06  177.23 m      6.70 m      4.54 m   
 180.00 MeV   4.256E-03  1.399E-06  195.65 m      7.22 m      4.99 m   
 200.00 MeV   3.973E-03  1.270E-06  234.51 m      9.13 m      5.93 m   
 225.00 MeV   3.689E-03  1.139E-06  286.69 m     11.81 m      7.18 m   
 250.00 MeV   3.460E-03  1.034E-06  342.61 m     14.29 m      8.49 m   
 275.00 MeV   3.272E-03  9.465E-07  401.98 m     16.64 m      9.87 m   
 300.00 MeV   3.115E-03  8.733E-07  464.55 m     18.93 m     11.30 m   
 325.00 MeV   2.983E-03  8.110E-07  530.09 m     21.16 m     12.79 m   
 350.00 MeV   2.869E-03  7.573E-07  598.39 m     23.34 m     14.31 m   
 375.00 MeV   2.770E-03  7.104E-07  669.26 m     25.49 m     15.87 m   
 400.00 MeV   2.685E-03  6.692E-07  742.52 m     27.61 m     17.47 m   
 450.00 MeV   2.542E-03  6.001E-07  895.50 m     35.24 m     20.75 m   
 500.00 MeV   2.429E-03  5.442E-07    1.06 km    42.10 m     24.12 m   
 550.00 MeV   2.338E-03  4.982E-07    1.22 km    48.48 m     27.55 m   
 600.00 MeV   2.264E-03  4.595E-07    1.40 km    54.52 m     31.04 m   
 650.00 MeV   2.202E-03  4.266E-07    1.58 km    60.28 m     34.55 m   
 700.00 MeV   2.149E-03  3.982E-07    1.76 km    65.81 m     38.09 m   
 800.00 MeV   2.067E-03  3.518E-07    2.14 km    85.19 m     45.20 m   
 900.00 MeV   2.007E-03  3.153E-07    2.53 km   101.96 m     52.29 m   
   1.00 GeV   1.961E-03  2.858E-07    2.94 km   117.08 m     59.32 m   
   1.10 GeV   1.926E-03  2.615E-07    3.35 km   131.01 m     66.27 m   
   1.20 GeV   1.899E-03  2.412E-07    3.76 km   144.00 m     73.12 m   
