 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> November 26, 2024 
 ==================================================================

 Disk File Name = SRIM Outputs\Hydrogen in Gadolinium.txt

 Ion = Hydrogen [1] , Mass = 1.008 amu

 Target Density =  7.9010E+00 g/cm3 = 3.0257E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Gd     64    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
 800.00 keV   8.703E-02  7.808E-05    8.14 um     8982 A      1.34 um  
 900.00 keV   8.218E-02  7.115E-05    9.57 um     1.01 um     1.53 um  
   1.00 MeV   7.790E-02  6.544E-05   11.08 um     1.13 um     1.73 um  
   1.10 MeV   7.461E-02  6.065E-05   12.66 um     1.24 um     1.93 um  
   1.20 MeV   7.139E-02  5.657E-05   14.32 um     1.36 um     2.14 um  
   1.30 MeV   6.859E-02  5.304E-05   16.06 um     1.48 um     2.36 um  
   1.40 MeV   6.607E-02  4.996E-05   17.86 um     1.61 um     2.58 um  
   1.50 MeV   6.377E-02  4.724E-05   19.74 um     1.73 um     2.81 um  
   1.60 MeV   6.165E-02  4.483E-05   21.68 um     1.86 um     3.05 um  
   1.70 MeV   5.970E-02  4.267E-05   23.69 um     1.99 um     3.29 um  
   1.80 MeV   5.790E-02  4.072E-05   25.76 um     2.12 um     3.54 um  
   2.00 MeV   5.466E-02  3.735E-05   30.10 um     2.43 um     4.05 um  
   2.25 MeV   5.119E-02  3.390E-05   35.88 um     2.84 um     4.73 um  
   2.50 MeV   4.822E-02  3.107E-05   42.04 um     3.25 um     5.44 um  
   2.75 MeV   4.563E-02  2.871E-05   48.57 um     3.67 um     6.18 um  
   3.00 MeV   4.336E-02  2.670E-05   55.46 um     4.10 um     6.95 um  
   3.25 MeV   4.135E-02  2.498E-05   62.71 um     4.55 um     7.76 um  
   3.50 MeV   3.956E-02  2.348E-05   70.30 um     4.99 um     8.59 um  
   3.75 MeV   3.794E-02  2.216E-05   78.23 um     5.45 um     9.46 um  
   4.00 MeV   3.647E-02  2.099E-05   86.50 um     5.92 um    10.35 um  
   4.50 MeV   3.391E-02  1.900E-05  104.00 um     7.09 um    12.23 um  
   5.00 MeV   3.174E-02  1.738E-05  122.78 um     8.28 um    14.21 um  
   5.50 MeV   2.988E-02  1.603E-05  142.79 um     9.48 um    16.31 um  
   6.00 MeV   2.826E-02  1.489E-05  164.02 um    10.70 um    18.51 um  
