 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> November 26, 2024 
 ==================================================================

 Disk File Name = SRIM Outputs\Hydrogen in Iodine (gas).txt

 Ion = Hydrogen [1] , Mass = 1.008 amu

 Target Density =  4.9373E+00 g/cm3 = 2.3430E+22 atoms/cm3
 Target is a GAS 
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      I     53    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
 700.00 keV   1.067E-01  9.567E-05    8.87 um     8159 A      1.26 um  
 800.00 keV   9.867E-02  8.606E-05   10.77 um     9585 A      1.48 um  
 900.00 keV   9.172E-02  7.834E-05   12.82 um     1.11 um     1.72 um  
   1.00 MeV   8.567E-02  7.199E-05   15.03 um     1.26 um     1.98 um  
   1.10 MeV   8.196E-02  6.666E-05   17.37 um     1.41 um     2.25 um  
   1.20 MeV   7.843E-02  6.212E-05   19.81 um     1.57 um     2.53 um  
   1.30 MeV   7.531E-02  5.821E-05   22.36 um     1.73 um     2.81 um  
   1.40 MeV   7.251E-02  5.480E-05   25.02 um     1.90 um     3.11 um  
   1.50 MeV   6.994E-02  5.179E-05   27.78 um     2.06 um     3.42 um  
   1.60 MeV   6.759E-02  4.912E-05   30.63 um     2.23 um     3.73 um  
   1.70 MeV   6.542E-02  4.673E-05   33.59 um     2.40 um     4.05 um  
   1.80 MeV   6.342E-02  4.458E-05   36.64 um     2.58 um     4.38 um  
   2.00 MeV   5.983E-02  4.087E-05   43.04 um     3.00 um     5.07 um  
   2.25 MeV   5.599E-02  3.706E-05   51.55 um     3.57 um     5.97 um  
   2.50 MeV   5.270E-02  3.395E-05   60.63 um     4.14 um     6.91 um  
   2.75 MeV   4.985E-02  3.135E-05   70.26 um     4.71 um     7.90 um  
   3.00 MeV   4.735E-02  2.914E-05   80.42 um     5.29 um     8.93 um  
   3.25 MeV   4.514E-02  2.725E-05   91.11 um     5.89 um    10.00 um  
   3.50 MeV   4.316E-02  2.560E-05  102.31 um     6.49 um    11.11 um  
   3.75 MeV   4.137E-02  2.415E-05  114.02 um     7.11 um    12.26 um  
   4.00 MeV   3.976E-02  2.286E-05  126.22 um     7.74 um    13.45 um  
   4.50 MeV   3.694E-02  2.069E-05  152.06 um     9.37 um    15.95 um  
   5.00 MeV   3.455E-02  1.892E-05  179.80 um    11.01 um    18.59 um  
   5.50 MeV   3.250E-02  1.744E-05  209.39 um    12.66 um    21.38 um  
   6.00 MeV   3.072E-02  1.619E-05  240.79 um    14.33 um    24.31 um  
   6.50 MeV   2.915E-02  1.512E-05  273.95 um    16.04 um    27.37 um  
   7.00 MeV   2.775E-02  1.419E-05  308.86 um    17.78 um    30.57 um  
   8.00 MeV   2.538E-02  1.265E-05  383.72 um    22.60 um    37.37 um  
   9.00 MeV   2.344E-02  1.142E-05  465.22 um    27.36 um    44.68 um  
  10.00 MeV   2.181E-02  1.043E-05  553.20 um    32.16 um    52.48 um  
  11.00 MeV   2.042E-02  9.601E-06  647.50 um    37.04 um    60.76 um  
  12.00 MeV   1.921E-02  8.903E-06  747.99 um    42.03 um    69.51 um  
  13.00 MeV   1.816E-02  8.304E-06  854.56 um    47.14 um    78.72 um  
  14.00 MeV   1.724E-02  7.784E-06  967.09 um    52.37 um    88.39 um  
  15.00 MeV   1.642E-02  7.330E-06    1.09 mm    57.74 um    98.49 um  
  16.00 MeV   1.568E-02  6.928E-06    1.21 mm    63.24 um   109.02 um  
  17.00 MeV   1.501E-02  6.570E-06    1.34 mm    68.87 um   119.98 um  
  18.00 MeV   1.441E-02  6.249E-06    1.48 mm    74.64 um   131.36 um  
  20.00 MeV   1.335E-02  5.698E-06    1.76 mm    91.07 um   155.36 um  
  22.50 MeV   1.226E-02  5.138E-06    2.15 mm   114.05 um   187.62 um  
  25.00 MeV   1.135E-02  4.683E-06    2.58 mm   136.79 um   222.31 um  
  27.50 MeV   1.059E-02  4.305E-06    3.03 mm   159.69 um   259.36 um  
  30.00 MeV   9.930E-03  3.987E-06    3.52 mm   182.93 um   298.70 um  
  32.50 MeV   9.362E-03  3.714E-06    4.03 mm   206.63 um   340.27 um  
  35.00 MeV   8.865E-03  3.479E-06    4.58 mm   230.85 um   384.01 um  
  37.50 MeV   8.426E-03  3.272E-06    5.16 mm   255.62 um   429.89 um  
  40.00 MeV   8.034E-03  3.090E-06    5.77 mm   280.96 um   477.84 um  
  45.00 MeV   7.367E-03  2.783E-06    7.07 mm   357.03 um   579.84 um  
  50.00 MeV   6.817E-03  2.534E-06    8.48 mm   431.47 um   689.66 um  
  55.00 MeV   6.357E-03  2.328E-06    9.99 mm   505.89 um   807.00 um  
  60.00 MeV   5.965E-03  2.154E-06   11.62 mm   581.03 um   931.59 um  
  65.00 MeV   5.627E-03  2.005E-06   13.34 mm   657.30 um     1.06 mm  
  70.00 MeV   5.333E-03  1.877E-06   15.17 mm   734.91 um     1.20 mm  
  80.00 MeV   4.844E-03  1.666E-06   19.11 mm   974.96 um     1.50 mm  
  90.00 MeV   4.454E-03  1.499E-06   23.41 mm     1.21 mm     1.82 mm  
 100.00 MeV   4.135E-03  1.363E-06   28.08 mm     1.43 mm     2.16 mm  
 110.00 MeV   3.870E-03  1.251E-06   33.08 mm     1.66 mm     2.53 mm  
 120.00 MeV   3.645E-03  1.157E-06   38.41 mm     1.90 mm     2.91 mm  
 130.00 MeV   3.453E-03  1.077E-06   44.06 mm     2.13 mm     3.32 mm  
 140.00 MeV   3.286E-03  1.007E-06   50.00 mm     2.37 mm     3.74 mm  
 150.00 MeV   3.140E-03  9.464E-07   56.24 mm     2.61 mm     4.18 mm  
 160.00 MeV   3.010E-03  8.929E-07   62.76 mm     2.85 mm     4.64 mm  
 170.00 MeV   2.896E-03  8.453E-07   69.54 mm     3.10 mm     5.11 mm  
 180.00 MeV   2.793E-03  8.027E-07   76.59 mm     3.35 mm     5.60 mm  
 200.00 MeV   2.616E-03  7.298E-07   91.42 mm     4.13 mm     6.62 mm  
 225.00 MeV   2.438E-03  6.559E-07  111.27 mm     5.21 mm     7.96 mm  
 250.00 MeV   2.294E-03  5.962E-07  132.47 mm     6.23 mm     9.38 mm  
 275.00 MeV   2.175E-03  5.468E-07  154.93 mm     7.22 mm    10.85 mm  
 300.00 MeV   2.076E-03  5.052E-07  178.53 mm     8.20 mm    12.38 mm  
 325.00 MeV   1.992E-03  4.698E-07  203.20 mm     9.16 mm    13.95 mm  
