 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> November 26, 2024 
 ==================================================================

 Disk File Name = SRIM Outputs\Hydrogen in Lanthanum.txt

 Ion = Hydrogen [1] , Mass = 1.008 amu

 Target Density =  6.1738E+00 g/cm3 = 2.6765E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     La     57    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
 800.00 keV   1.009E-01  8.165E-05    8.14 um     7203 A      1.10 um  
 900.00 keV   9.359E-02  7.435E-05    9.75 um     8361 A      1.29 um  
   1.00 MeV   8.750E-02  6.835E-05   11.48 um     9565 A      1.49 um  
   1.10 MeV   8.371E-02  6.331E-05   13.31 um     1.08 um     1.70 um  
   1.20 MeV   8.008E-02  5.902E-05   15.22 um     1.21 um     1.92 um  
   1.30 MeV   7.672E-02  5.531E-05   17.23 um     1.33 um     2.15 um  
   1.40 MeV   7.371E-02  5.208E-05   19.31 um     1.46 um     2.39 um  
   1.50 MeV   7.098E-02  4.923E-05   21.48 um     1.60 um     2.63 um  
   1.60 MeV   6.849E-02  4.670E-05   23.74 um     1.73 um     2.88 um  
   1.70 MeV   6.621E-02  4.444E-05   26.07 um     1.87 um     3.14 um  
   1.80 MeV   6.411E-02  4.240E-05   28.49 um     2.01 um     3.40 um  
   2.00 MeV   6.036E-02  3.888E-05   33.55 um     2.35 um     3.95 um  
   2.25 MeV   5.638E-02  3.527E-05   40.30 um     2.81 um     4.67 um  
   2.50 MeV   5.298E-02  3.231E-05   47.51 um     3.27 um     5.44 um  
   2.75 MeV   5.005E-02  2.984E-05   55.17 um     3.73 um     6.23 um  
   3.00 MeV   4.748E-02  2.775E-05   63.27 um     4.21 um     7.07 um  
   3.25 MeV   4.522E-02  2.595E-05   71.79 um     4.69 um     7.94 um  
   3.50 MeV   4.319E-02  2.438E-05   80.73 um     5.18 um     8.84 um  
   3.75 MeV   4.138E-02  2.301E-05   90.08 um     5.68 um     9.78 um  
   4.00 MeV   3.973E-02  2.179E-05   99.84 um     6.20 um    10.75 um  
   4.50 MeV   3.687E-02  1.972E-05  120.51 um     7.53 um    12.79 um  
   5.00 MeV   3.446E-02  1.803E-05  142.73 um     8.86 um    14.95 um  
   5.50 MeV   3.239E-02  1.663E-05  166.45 um    10.20 um    17.24 um  
   6.00 MeV   3.059E-02  1.544E-05  191.64 um    11.57 um    19.64 um  
   6.50 MeV   2.901E-02  1.442E-05  218.27 um    12.97 um    22.16 um  
   7.00 MeV   2.761E-02  1.353E-05  246.30 um    14.40 um    24.79 um  
   8.00 MeV   2.523E-02  1.206E-05  306.47 um    18.32 um    30.39 um  
   9.00 MeV   2.328E-02  1.090E-05  372.03 um    22.20 um    36.41 um  
  10.00 MeV   2.164E-02  9.953E-06  442.84 um    26.13 um    42.84 um  
  11.00 MeV   2.025E-02  9.165E-06  518.77 um    30.13 um    49.68 um  
  12.00 MeV   1.906E-02  8.499E-06  599.72 um    34.22 um    56.91 um  
  13.00 MeV   1.801E-02  7.928E-06  685.59 um    38.41 um    64.53 um  
  14.00 MeV   1.709E-02  7.433E-06  776.30 um    42.71 um    72.52 um  
  15.00 MeV   1.627E-02  7.000E-06  871.76 um    47.13 um    80.88 um  
  16.00 MeV   1.553E-02  6.617E-06  971.91 um    51.65 um    89.60 um  
  17.00 MeV   1.487E-02  6.275E-06    1.08 mm    56.29 um    98.67 um  
  18.00 MeV   1.427E-02  5.970E-06    1.19 mm    61.05 um   108.10 um  
  20.00 MeV   1.322E-02  5.443E-06    1.42 mm    74.46 um   127.99 um  
  22.50 MeV   1.213E-02  4.909E-06    1.73 mm    93.20 um   154.74 um  
  25.00 MeV   1.123E-02  4.475E-06    2.07 mm   111.79 um   183.51 um  
  27.50 MeV   1.047E-02  4.115E-06    2.44 mm   130.54 um   214.25 um  
  30.00 MeV   9.825E-03  3.811E-06    2.83 mm   149.59 um   246.91 um  
  32.50 MeV   9.262E-03  3.551E-06    3.25 mm   169.04 um   281.42 um  
  35.00 MeV   8.769E-03  3.326E-06    3.70 mm   188.94 um   317.75 um  
  37.50 MeV   8.334E-03  3.129E-06    4.16 mm   209.30 um   355.85 um  
  40.00 MeV   7.946E-03  2.955E-06    4.65 mm   230.15 um   395.69 um  
  45.00 MeV   7.285E-03  2.662E-06    5.70 mm   292.14 um   480.45 um  
  50.00 MeV   6.741E-03  2.424E-06    6.84 mm   352.94 um   571.73 um  
  55.00 MeV   6.285E-03  2.227E-06    8.07 mm   413.82 um   669.29 um  
  60.00 MeV   5.897E-03  2.061E-06    9.38 mm   475.37 um   772.88 um  
  65.00 MeV   5.562E-03  1.919E-06   10.78 mm   537.92 um   882.31 um  
  70.00 MeV   5.271E-03  1.796E-06   12.25 mm   601.63 um   997.37 um  
  80.00 MeV   4.787E-03  1.594E-06   15.43 mm   796.94 um     1.24 mm  
  90.00 MeV   4.401E-03  1.434E-06   18.92 mm   985.32 um     1.51 mm  
 100.00 MeV   4.086E-03  1.305E-06   22.69 mm     1.17 mm     1.80 mm  
 110.00 MeV   3.823E-03  1.198E-06   26.74 mm     1.36 mm     2.10 mm  
 120.00 MeV   3.601E-03  1.108E-06   31.05 mm     1.55 mm     2.42 mm  
 130.00 MeV   3.411E-03  1.031E-06   35.62 mm     1.74 mm     2.76 mm  
 140.00 MeV   3.245E-03  9.642E-07   40.43 mm     1.94 mm     3.11 mm  
 150.00 MeV   3.101E-03  9.061E-07   45.47 mm     2.14 mm     3.48 mm  
 160.00 MeV   2.973E-03  8.548E-07   50.75 mm     2.34 mm     3.86 mm  
 170.00 MeV   2.859E-03  8.093E-07   56.24 mm     2.54 mm     4.26 mm  
 180.00 MeV   2.757E-03  7.686E-07   61.94 mm     2.75 mm     4.66 mm  
 200.00 MeV   2.583E-03  6.988E-07   73.95 mm     3.38 mm     5.51 mm  
 225.00 MeV   2.406E-03  6.282E-07   90.02 mm     4.26 mm     6.63 mm  
 250.00 MeV   2.263E-03  5.710E-07  107.20 mm     5.09 mm     7.81 mm  
 275.00 MeV   2.146E-03  5.237E-07  125.38 mm     5.91 mm     9.04 mm  
 300.00 MeV   2.048E-03  4.839E-07  144.51 mm     6.70 mm    10.32 mm  
 325.00 MeV   1.964E-03  4.500E-07  164.51 mm     7.49 mm    11.63 mm  
 350.00 MeV   1.893E-03  4.207E-07  185.31 mm     8.27 mm    12.98 mm  
 375.00 MeV   1.831E-03  3.951E-07  206.86 mm     9.05 mm    14.37 mm  
 400.00 MeV   1.777E-03  3.726E-07  229.11 mm     9.82 mm    15.78 mm  
 450.00 MeV   1.687E-03  3.347E-07  275.49 mm    12.23 mm    18.66 mm  
 500.00 MeV   1.616E-03  3.040E-07  324.13 mm    14.47 mm    21.62 mm  
 550.00 MeV   1.558E-03  2.787E-07  374.76 mm    16.58 mm    24.63 mm  
 600.00 MeV   1.511E-03  2.574E-07  427.13 mm    18.60 mm    27.67 mm  
 650.00 MeV   1.472E-03  2.393E-07  481.03 mm    20.54 mm    30.74 mm  
 700.00 MeV   1.439E-03  2.236E-07  536.26 mm    22.43 mm    33.83 mm  
 800.00 MeV   1.388E-03  1.979E-07  650.10 mm    28.38 mm    40.00 mm  
 900.00 MeV   1.350E-03  1.776E-07  767.69 mm    33.64 mm    46.15 mm  
   1.00 GeV   1.321E-03  1.613E-07  888.24 mm    38.45 mm    52.24 mm  
   1.10 GeV   1.300E-03  1.478E-07    1.01 m     42.92 mm    58.24 mm  
   1.20 GeV   1.283E-03  1.364E-07    1.14 m     47.12 mm    64.15 mm  
   1.30 GeV   1.271E-03  1.267E-07    1.26 m     51.08 mm    69.94 mm  
   1.40 GeV   1.261E-03  1.184E-07    1.39 m     54.86 mm    75.63 mm  
   1.50 GeV   1.254E-03  1.111E-07    1.52 m     58.46 mm    81.20 mm  
   1.60 GeV   1.248E-03  1.047E-07    1.65 m     61.90 mm    86.65 mm  
   1.70 GeV   1.244E-03  9.903E-08    1.78 m     65.21 mm    91.99 mm  
   1.80 GeV   1.241E-03  9.395E-08    1.91 m     68.39 mm    97.22 mm  
   2.00 GeV   1.238E-03  8.526E-08    2.17 m     78.81 mm   107.34 mm  
   2.25 GeV   1.237E-03  7.649E-08    2.49 m     92.55 mm   119.42 mm  
   2.50 GeV   1.240E-03  6.940E-08    2.82 m    104.53 mm   130.91 mm  
   2.75 GeV   1.244E-03  6.355E-08    3.14 m    115.26 mm   141.84 mm  
   3.00 GeV   1.249E-03  5.864E-08    3.47 m    125.04 mm   152.27 mm  
   3.25 GeV   1.254E-03  5.446E-08    3.79 m    134.05 mm   162.25 mm  
   3.50 GeV   1.261E-03  5.085E-08    4.11 m    142.45 mm   171.81 mm  
   3.75 GeV   1.267E-03  4.771E-08    4.43 m    150.31 mm   180.99 mm  
   4.00 GeV   1.274E-03  4.494E-08    4.75 m    157.73 mm   189.81 mm  
   4.50 GeV   1.287E-03  4.030E-08    5.38 m    182.64 mm   206.53 mm  
   5.00 GeV   1.299E-03  3.655E-08    6.00 m    204.15 mm   222.14 mm  
   5.50 GeV   1.312E-03  3.346E-08    6.62 m    223.28 mm   236.80 mm  
   6.00 GeV   1.324E-03  3.086E-08    7.24 m    240.60 mm   250.63 mm  
   6.50 GeV   1.335E-03  2.865E-08    7.84 m    256.49 mm   263.73 mm  
   7.00 GeV   1.346E-03  2.675E-08    8.45 m    271.23 mm   276.19 mm  
   8.00 GeV   1.366E-03  2.363E-08    9.64 m    320.90 mm   299.45 mm  
   9.00 GeV   1.384E-03  2.118E-08   10.82 m    362.75 mm   320.85 mm  
  10.00 GeV   1.401E-03  1.920E-08   11.98 m    399.39 mm   340.70 mm  
-----------------------------------------------------------
 Multiply Stopping by        for Stopping Units
 -------------------        ------------------
  6.1736E+01                 eV / Angstrom 
  6.1736E+02                keV / micron   
  6.1736E+02                MeV / mm       
  1.0000E+00                keV / (ug/cm2) 
  1.0000E+00                MeV / (mg/cm2) 
  1.0000E+03                keV / (mg/cm2) 
  2.3066E+02                 eV / (1E15 atoms/cm2)
  2.6397E+02                L.S.S. reduced units
 ==================================================================
 (C) 1984,1989,1992,1998,2008 by J.P. Biersack and J.F. Ziegler
