 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> November 26, 2024 
 ==================================================================

 Disk File Name = SRIM Outputs\Hydrogen in Neon (gas).txt

 Ion = Hydrogen [1] , Mass = 1.008 amu

 Target Density =  9.0000E-04 g/cm3 = 2.6857E+19 atoms/cm3
 Target is a GAS 
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Ne     10    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
 350.00 keV   3.399E-01  3.367E-04   10.25 mm   696.30 um   952.79 um  
 375.00 keV   3.291E-01  3.179E-04   11.07 mm   716.77 um   987.90 um  
 400.00 keV   3.189E-01  3.013E-04   11.92 mm   737.80 um     1.02 mm  
 450.00 keV   3.003E-01  2.730E-04   13.70 mm   801.26 um     1.10 mm  
 500.00 keV   2.839E-01  2.498E-04   15.59 mm   866.75 um     1.18 mm  
 550.00 keV   2.693E-01  2.305E-04   17.59 mm   934.26 um     1.26 mm  
 600.00 keV   2.563E-01  2.142E-04   19.69 mm     1.00 mm     1.35 mm  
 650.00 keV   2.446E-01  2.001E-04   21.89 mm     1.08 mm     1.44 mm  
 700.00 keV   2.341E-01  1.879E-04   24.20 mm     1.15 mm     1.54 mm  
 800.00 keV   2.159E-01  1.677E-04   29.11 mm     1.39 mm     1.74 mm  
 900.00 keV   2.006E-01  1.517E-04   34.42 mm     1.63 mm     1.96 mm  
   1.00 MeV   1.877E-01  1.386E-04   40.11 mm     1.86 mm     2.20 mm  
   1.10 MeV   1.778E-01  1.277E-04   46.17 mm     2.10 mm     2.45 mm  
   1.20 MeV   1.680E-01  1.185E-04   52.56 mm     2.34 mm     2.71 mm  
   1.30 MeV   1.594E-01  1.106E-04   59.32 mm     2.59 mm     2.99 mm  
   1.40 MeV   1.519E-01  1.037E-04   66.43 mm     2.83 mm     3.28 mm  
   1.50 MeV   1.451E-01  9.771E-05   73.88 mm     3.08 mm     3.59 mm  
   1.60 MeV   1.390E-01  9.240E-05   81.67 mm     3.33 mm     3.90 mm  
   1.70 MeV   1.334E-01  8.766E-05   89.79 mm     3.59 mm     4.23 mm  
   1.80 MeV   1.284E-01  8.342E-05   98.24 mm     3.85 mm     4.57 mm  
   2.00 MeV   1.194E-01  7.611E-05  116.12 mm     4.73 mm     5.29 mm  
   2.25 MeV   1.101E-01  6.868E-05  140.24 mm     5.99 mm     6.25 mm  
   2.50 MeV   1.023E-01  6.264E-05  166.32 mm     7.19 mm     7.28 mm  
   2.75 MeV   9.558E-02  5.763E-05  194.31 mm     8.37 mm     8.37 mm  
   3.00 MeV   8.982E-02  5.339E-05  224.18 mm     9.55 mm     9.53 mm  
   3.25 MeV   8.478E-02  4.977E-05  255.90 mm    10.74 mm    10.76 mm  
   3.50 MeV   8.034E-02  4.663E-05  289.43 mm    11.93 mm    12.05 mm  
   3.75 MeV   7.640E-02  4.388E-05  324.76 mm    13.14 mm    13.40 mm  
   4.00 MeV   7.286E-02  4.146E-05  361.86 mm    14.37 mm    14.81 mm  
   4.50 MeV   6.678E-02  3.736E-05  441.24 mm    18.63 mm    17.81 mm  
   5.00 MeV   6.173E-02  3.404E-05  527.49 mm    22.68 mm    21.04 mm  
   5.50 MeV   5.746E-02  3.128E-05  620.48 mm    26.65 mm    24.50 mm  
   6.00 MeV   5.380E-02  2.896E-05  720.09 mm    30.61 mm    28.19 mm  
   6.50 MeV   5.062E-02  2.697E-05  826.22 mm    34.59 mm    32.09 mm  
   7.00 MeV   4.783E-02  2.526E-05  938.78 mm    38.60 mm    36.22 mm  
   8.00 MeV   4.316E-02  2.243E-05    1.18 m     52.71 mm    45.09 mm  
   9.00 MeV   3.940E-02  2.019E-05    1.45 m     65.99 mm    54.79 mm  
  10.00 MeV   3.630E-02  1.838E-05    1.74 m     79.01 mm    65.30 mm  
  11.00 MeV   3.369E-02  1.688E-05    2.06 m     92.00 mm    76.59 mm  
  12.00 MeV   3.147E-02  1.561E-05    2.40 m    105.10 mm    88.65 mm  
  13.00 MeV   2.955E-02  1.453E-05    2.76 m    118.37 mm   101.47 mm  
  14.00 MeV   2.787E-02  1.360E-05    3.15 m    131.83 mm   115.03 mm  
  15.00 MeV   2.640E-02  1.278E-05    3.56 m    145.52 mm   129.32 mm  
  16.00 MeV   2.508E-02  1.206E-05    3.99 m    159.45 mm   144.32 mm  
  17.00 MeV   2.391E-02  1.142E-05    4.44 m    173.63 mm   160.04 mm  
  18.00 MeV   2.285E-02  1.085E-05    4.92 m    188.05 mm   176.46 mm  
  20.00 MeV   2.101E-02  9.865E-06    5.93 m    239.87 mm   211.36 mm  
  22.50 MeV   1.913E-02  8.872E-06    7.31 m    313.82 mm   258.76 mm  
  25.00 MeV   1.760E-02  8.067E-06    8.82 m    384.28 mm   310.25 mm  
  27.50 MeV   1.631E-02  7.401E-06   10.46 m    453.56 mm   365.71 mm  
  30.00 MeV   1.522E-02  6.841E-06   12.21 m    522.71 mm   425.04 mm  
  32.50 MeV   1.429E-02  6.363E-06   14.09 m    592.26 mm   488.16 mm  
  35.00 MeV   1.347E-02  5.949E-06   16.09 m    662.51 mm   554.96 mm  
  37.50 MeV   1.276E-02  5.589E-06   18.20 m    733.64 mm   625.39 mm  
  40.00 MeV   1.212E-02  5.271E-06   20.43 m    805.73 mm   699.35 mm  
  45.00 MeV   1.105E-02  4.736E-06   25.22 m      1.07 m    857.67 mm  
  50.00 MeV   1.017E-02  4.304E-06   30.45 m      1.31 m      1.03 m   
  55.00 MeV   9.444E-03  3.946E-06   36.11 m      1.55 m      1.21 m   
  60.00 MeV   8.828E-03  3.646E-06   42.18 m      1.79 m      1.41 m   
  65.00 MeV   8.300E-03  3.389E-06   48.65 m      2.03 m      1.62 m   
  70.00 MeV   7.842E-03  3.168E-06   55.52 m      2.27 m      1.84 m   
  80.00 MeV   7.086E-03  2.804E-06   70.40 m      3.13 m      2.32 m   
  90.00 MeV   6.488E-03  2.518E-06   86.75 m      3.93 m      2.83 m   
 100.00 MeV   6.002E-03  2.287E-06  104.52 m      4.70 m      3.39 m   
 110.00 MeV   5.599E-03  2.096E-06  123.65 m      5.46 m      3.99 m   
 120.00 MeV   5.260E-03  1.935E-06  144.08 m      6.23 m      4.62 m   
