 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> November 26, 2024 
 ==================================================================

 Disk File Name = SRIM Outputs\Hydrogen in Xenon (gas).txt

 Ion = Hydrogen [1] , Mass = 1.008 amu

 Target Density =  5.8900E-03 g/cm3 = 2.7014E+19 atoms/cm3
 Target is a GAS 
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Xe     54    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
 375.00 keV   1.430E-01  1.497E-04    3.20 mm   379.11 um   530.58 um  
 400.00 keV   1.392E-01  1.426E-04    3.48 mm   400.16 um   567.77 um  
 450.00 keV   1.324E-01  1.303E-04    4.08 mm   446.63 um   644.39 um  
 500.00 keV   1.263E-01  1.201E-04    4.70 mm   493.87 um   723.80 um  
 550.00 keV   1.209E-01  1.116E-04    5.36 mm   541.93 um   805.90 um  
 600.00 keV   1.160E-01  1.042E-04    6.05 mm   590.85 um   890.63 um  
 650.00 keV   1.116E-01  9.790E-05    6.77 mm   640.65 um   977.95 um  
 700.00 keV   1.075E-01  9.235E-05    7.51 mm   691.37 um     1.07 mm  
 800.00 keV   1.003E-01  8.308E-05    9.08 mm   809.64 um     1.26 mm  
 900.00 keV   9.405E-02  7.564E-05   10.77 mm   929.99 um     1.45 mm  
   1.00 MeV   8.863E-02  6.951E-05   12.57 mm     1.05 mm     1.66 mm  
   1.10 MeV   8.449E-02  6.437E-05   14.46 mm     1.18 mm     1.88 mm  
   1.20 MeV   8.043E-02  6.000E-05   16.46 mm     1.31 mm     2.10 mm  
   1.30 MeV   7.687E-02  5.622E-05   18.55 mm     1.44 mm     2.34 mm  
   1.40 MeV   7.371E-02  5.293E-05   20.73 mm     1.57 mm     2.58 mm  
   1.50 MeV   7.086E-02  5.003E-05   23.01 mm     1.71 mm     2.83 mm  
   1.60 MeV   6.829E-02  4.745E-05   25.38 mm     1.85 mm     3.08 mm  
   1.70 MeV   6.594E-02  4.514E-05   27.84 mm     1.99 mm     3.35 mm  
   1.80 MeV   6.380E-02  4.307E-05   30.38 mm     2.13 mm     3.62 mm  
   2.00 MeV   6.000E-02  3.948E-05   35.72 mm     2.48 mm     4.19 mm  
   2.25 MeV   5.599E-02  3.581E-05   42.85 mm     2.96 mm     4.94 mm  
   2.50 MeV   5.261E-02  3.280E-05   50.47 mm     3.44 mm     5.73 mm  
   2.75 MeV   4.970E-02  3.029E-05   58.56 mm     3.92 mm     6.55 mm  
   3.00 MeV   4.716E-02  2.816E-05   67.11 mm     4.41 mm     7.42 mm  
   3.25 MeV   4.492E-02  2.633E-05   76.11 mm     4.91 mm     8.32 mm  
   3.50 MeV   4.293E-02  2.474E-05   85.55 mm     5.42 mm     9.26 mm  
   3.75 MeV   4.114E-02  2.334E-05   95.42 mm     5.94 mm    10.23 mm  
   4.00 MeV   3.953E-02  2.210E-05  105.70 mm     6.47 mm    11.23 mm  
   4.50 MeV   3.671E-02  2.000E-05  127.50 mm     7.86 mm    13.34 mm  
   5.00 MeV   3.433E-02  1.829E-05  150.90 mm     9.24 mm    15.58 mm  
   5.50 MeV   3.229E-02  1.686E-05  175.86 mm    10.64 mm    17.94 mm  
   6.00 MeV   3.052E-02  1.565E-05  202.35 mm    12.06 mm    20.42 mm  
   6.50 MeV   2.896E-02  1.461E-05  230.33 mm    13.50 mm    23.01 mm  
   7.00 MeV   2.758E-02  1.371E-05  259.78 mm    14.98 mm    25.72 mm  
   8.00 MeV   2.522E-02  1.223E-05  322.93 mm    19.05 mm    31.48 mm  
   9.00 MeV   2.329E-02  1.104E-05  391.69 mm    23.07 mm    37.66 mm  
  10.00 MeV   2.167E-02  1.008E-05  465.91 mm    27.13 mm    44.27 mm  
  11.00 MeV   2.028E-02  9.284E-06  545.46 mm    31.26 mm    51.28 mm  
  12.00 MeV   1.909E-02  8.608E-06  630.24 mm    35.48 mm    58.69 mm  
  13.00 MeV   1.805E-02  8.030E-06  720.14 mm    39.80 mm    66.49 mm  
  14.00 MeV   1.713E-02  7.528E-06  815.07 mm    44.23 mm    74.67 mm  
  15.00 MeV   1.631E-02  7.088E-06  914.96 mm    48.77 mm    83.22 mm  
  16.00 MeV   1.558E-02  6.700E-06    1.02 m     53.42 mm    92.14 mm  
  17.00 MeV   1.491E-02  6.354E-06    1.13 m     58.19 mm   101.42 mm  
  18.00 MeV   1.431E-02  6.044E-06    1.24 m     63.07 mm   111.06 mm  
  20.00 MeV   1.326E-02  5.511E-06    1.49 m     76.95 mm   131.38 mm  
  22.50 MeV   1.218E-02  4.969E-06    1.82 m     96.37 mm   158.70 mm  
  25.00 MeV   1.127E-02  4.529E-06    2.17 m    115.59 mm   188.08 mm  
  27.50 MeV   1.051E-02  4.164E-06    2.56 m    134.95 mm   219.45 mm  
  30.00 MeV   9.864E-03  3.856E-06    2.97 m    154.60 mm   252.77 mm  
  32.50 MeV   9.299E-03  3.593E-06    3.40 m    174.65 mm   287.98 mm  
  35.00 MeV   8.805E-03  3.365E-06    3.87 m    195.13 mm   325.04 mm  
  37.50 MeV   8.369E-03  3.165E-06    4.35 m    216.09 mm   363.90 mm  
  40.00 MeV   7.980E-03  2.989E-06    4.87 m    237.53 mm   404.52 mm  
  45.00 MeV   7.316E-03  2.692E-06    5.96 m    301.80 mm   490.93 mm  
  50.00 MeV   6.770E-03  2.452E-06    7.15 m    364.72 mm   583.98 mm  
  55.00 MeV   6.313E-03  2.252E-06    8.43 m    427.63 mm   683.40 mm  
  60.00 MeV   5.924E-03  2.084E-06    9.80 m    491.17 mm   788.96 mm  
  65.00 MeV   5.588E-03  1.940E-06   11.26 m    555.68 mm   900.45 mm  
  70.00 MeV   5.295E-03  1.816E-06   12.80 m    621.32 mm     1.02 m   
  80.00 MeV   4.810E-03  1.611E-06   16.12 m    824.12 mm     1.27 m   
  90.00 MeV   4.422E-03  1.450E-06   19.76 m      1.02 m      1.54 m   
 100.00 MeV   4.106E-03  1.319E-06   23.70 m      1.21 m      1.83 m   
 110.00 MeV   3.842E-03  1.211E-06   27.92 m      1.41 m      2.14 m   
 120.00 MeV   3.619E-03  1.120E-06   32.42 m      1.60 m      2.47 m   
 130.00 MeV   3.428E-03  1.042E-06   37.19 m      1.80 m      2.81 m   
 140.00 MeV   3.262E-03  9.746E-07   42.21 m      2.00 m      3.17 m   
 150.00 MeV   3.117E-03  9.158E-07   47.47 m      2.21 m      3.55 m   
 160.00 MeV   2.988E-03  8.640E-07   52.97 m      2.41 m      3.93 m   
 170.00 MeV   2.874E-03  8.180E-07   58.70 m      2.62 m      4.33 m   
 180.00 MeV   2.772E-03  7.768E-07   64.66 m      2.83 m      4.75 m   
 200.00 MeV   2.597E-03  7.062E-07   77.18 m      3.49 m      5.61 m   
 225.00 MeV   2.420E-03  6.348E-07   93.94 m      4.40 m      6.75 m   
 250.00 MeV   2.276E-03  5.769E-07  111.85 m      5.27 m      7.95 m   
 275.00 MeV   2.159E-03  5.291E-07  130.81 m      6.11 m      9.20 m   
 300.00 MeV   2.060E-03  4.889E-07  150.75 m      6.93 m     10.50 m   
 325.00 MeV   1.976E-03  4.546E-07  171.59 m      7.75 m     11.83 m   
 350.00 MeV   1.905E-03  4.250E-07  193.27 m      8.55 m     13.21 m   
 375.00 MeV   1.843E-03  3.991E-07  215.73 m      9.35 m     14.61 m   
 400.00 MeV   1.789E-03  3.764E-07  238.91 m     10.14 m     16.04 m   
 450.00 MeV   1.699E-03  3.381E-07  287.21 m     12.65 m     18.97 m   
 500.00 MeV   1.628E-03  3.071E-07  337.86 m     14.96 m     21.97 m   
 550.00 MeV   1.570E-03  2.815E-07  390.55 m     17.14 m     25.02 m   
 600.00 MeV   1.523E-03  2.600E-07  445.02 m     19.23 m     28.10 m   
