 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> November 26, 2024 
 ==================================================================

 Disk File Name = SRIM Outputs\Hydrogen in Fluorine (gas).txt

 Ion = Hydrogen [1] , Mass = 1.008 amu

 Target Density =  1.1111E+00 g/cm3 = 3.5220E+22 atoms/cm3
 Target is a GAS 
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      F      9    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
 600.00 keV   2.700E-01  1.993E-04   15.11 um     7358 A      9562 A   
 650.00 keV   2.571E-01  1.862E-04   16.81 um     7898 A      1.02 um  
 700.00 keV   2.455E-01  1.748E-04   18.59 um     8453 A      1.09 um  
 800.00 keV   2.255E-01  1.559E-04   22.39 um     1.03 um     1.23 um  
 900.00 keV   2.087E-01  1.410E-04   26.52 um     1.22 um     1.39 um  
   1.00 MeV   1.944E-01  1.288E-04   30.97 um     1.40 um     1.55 um  
   1.10 MeV   1.835E-01  1.186E-04   35.72 um     1.59 um     1.73 um  
   1.20 MeV   1.728E-01  1.100E-04   40.75 um     1.78 um     1.92 um  
   1.30 MeV   1.637E-01  1.027E-04   46.08 um     1.97 um     2.12 um  
   1.40 MeV   1.557E-01  9.630E-05   51.70 um     2.16 um     2.33 um  
   1.50 MeV   1.485E-01  9.071E-05   57.59 um     2.35 um     2.56 um  
   1.60 MeV   1.420E-01  8.576E-05   63.77 um     2.55 um     2.79 um  
   1.70 MeV   1.362E-01  8.136E-05   70.21 um     2.76 um     3.03 um  
   1.80 MeV   1.309E-01  7.741E-05   76.93 um     2.96 um     3.28 um  
   2.00 MeV   1.215E-01  7.062E-05   91.15 um     3.66 um     3.80 um  
   2.25 MeV   1.117E-01  6.371E-05  110.40 um     4.67 um     4.51 um  
   2.50 MeV   1.036E-01  5.809E-05  131.25 um     5.63 um     5.27 um  
   2.75 MeV   9.663E-02  5.343E-05  153.67 um     6.57 um     6.08 um  
   3.00 MeV   9.066E-02  4.950E-05  177.64 um     7.51 um     6.95 um  
   3.25 MeV   8.547E-02  4.613E-05  203.12 um     8.46 um     7.86 um  
   3.50 MeV   8.090E-02  4.322E-05  230.09 um     9.41 um     8.82 um  
   3.75 MeV   7.684E-02  4.067E-05  258.54 um    10.38 um     9.83 um  
   4.00 MeV   7.322E-02  3.841E-05  288.45 um    11.36 um    10.89 um  
   4.50 MeV   6.699E-02  3.462E-05  352.53 um    14.80 um    13.14 um  
   5.00 MeV   6.184E-02  3.153E-05  422.25 um    18.07 um    15.58 um  
   5.50 MeV   5.750E-02  2.897E-05  497.51 um    21.28 um    18.19 um  
