 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> November 26, 2024 
 ==================================================================

 Disk File Name = SRIM Outputs\Hydrogen in Molybdenum.txt

 Ion = Hydrogen [1] , Mass = 1.008 amu

 Target Density =  1.0206E+01 g/cm3 = 6.4061E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Mo     42    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
 250.00 MeV   2.457E-03  6.713E-07   59.75 mm     2.72 mm     3.77 mm  
 275.00 MeV   2.329E-03  6.156E-07   69.91 mm     3.16 mm     4.36 mm  
 300.00 MeV   2.221E-03  5.687E-07   80.60 mm     3.59 mm     4.98 mm  
 325.00 MeV   2.130E-03  5.287E-07   91.78 mm     4.01 mm     5.61 mm  
 350.00 MeV   2.052E-03  4.941E-07  103.42 mm     4.42 mm     6.27 mm  
 375.00 MeV   1.984E-03  4.640E-07  115.47 mm     4.84 mm     6.94 mm  
 400.00 MeV   1.925E-03  4.374E-07  127.92 mm     5.24 mm     7.62 mm  
 450.00 MeV   1.827E-03  3.928E-07  153.87 mm     6.58 mm     9.02 mm  
 500.00 MeV   1.749E-03  3.567E-07  181.11 mm     7.80 mm    10.45 mm  
 550.00 MeV   1.686E-03  3.269E-07  209.47 mm     8.94 mm    11.91 mm  
 600.00 MeV   1.635E-03  3.019E-07  238.80 mm    10.04 mm    13.39 mm  
 650.00 MeV   1.592E-03  2.806E-07  269.00 mm    11.09 mm    14.87 mm  
 700.00 MeV   1.556E-03  2.621E-07  299.97 mm    12.11 mm    16.37 mm  
 800.00 MeV   1.499E-03  2.319E-07  363.80 mm    15.42 mm    19.37 mm  
 900.00 MeV   1.457E-03  2.081E-07  429.77 mm    18.33 mm    22.36 mm  
   1.00 GeV   1.426E-03  1.889E-07  497.43 mm    20.97 mm    25.31 mm  
   1.10 GeV   1.402E-03  1.730E-07  566.43 mm    23.43 mm    28.23 mm  
   1.20 GeV   1.384E-03  1.597E-07  636.48 mm    25.73 mm    31.11 mm  
   1.30 GeV   1.369E-03  1.484E-07  707.38 mm    27.90 mm    33.93 mm  
   1.40 GeV   1.358E-03  1.386E-07  778.95 mm    29.96 mm    36.70 mm  
   1.50 GeV   1.350E-03  1.300E-07  851.04 mm    31.93 mm    39.41 mm  
   1.60 GeV   1.343E-03  1.225E-07  923.55 mm    33.81 mm    42.07 mm  
   1.70 GeV   1.338E-03  1.159E-07  996.37 mm    35.62 mm    44.67 mm  
   1.80 GeV   1.335E-03  1.099E-07    1.07 m     37.35 mm    47.22 mm  
   2.00 GeV   1.331E-03  9.972E-08    1.22 m     43.19 mm    52.16 mm  
   2.25 GeV   1.329E-03  8.943E-08    1.40 m     50.91 mm    58.06 mm  
   2.50 GeV   1.331E-03  8.113E-08    1.58 m     57.62 mm    63.68 mm  
   2.75 GeV   1.334E-03  7.428E-08    1.77 m     63.63 mm    69.02 mm  
   3.00 GeV   1.339E-03  6.853E-08    1.95 m     69.10 mm    74.13 mm  
   3.25 GeV   1.344E-03  6.363E-08    2.13 m     74.14 mm    79.02 mm  
   3.50 GeV   1.350E-03  5.941E-08    2.31 m     78.83 mm    83.71 mm  
   3.75 GeV   1.356E-03  5.573E-08    2.49 m     83.23 mm    88.21 mm  
   4.00 GeV   1.363E-03  5.249E-08    2.67 m     87.37 mm    92.54 mm  
   4.50 GeV   1.376E-03  4.705E-08    3.03 m    101.50 mm   100.75 mm  
   5.00 GeV   1.388E-03  4.267E-08    3.38 m    113.69 mm   108.43 mm  
   5.50 GeV   1.400E-03  3.905E-08    3.74 m    124.52 mm   115.64 mm  
   6.00 GeV   1.412E-03  3.602E-08    4.08 m    134.33 mm   122.45 mm  
   6.50 GeV   1.424E-03  3.343E-08    4.43 m    143.33 mm   128.92 mm  
   7.00 GeV   1.434E-03  3.121E-08    4.77 m    151.67 mm   135.06 mm  
   8.00 GeV   1.454E-03  2.756E-08    5.45 m    180.03 mm   146.55 mm  
   9.00 GeV   1.472E-03  2.470E-08    6.12 m    203.91 mm   157.14 mm  
  10.00 GeV   1.489E-03  2.239E-08    6.78 m    224.81 mm   166.97 mm  
-----------------------------------------------------------
 Multiply Stopping by        for Stopping Units
 -------------------        ------------------
  1.0206E+02                 eV / Angstrom 
  1.0206E+03                keV / micron   
  1.0206E+03                MeV / mm       
  1.0000E+00                keV / (ug/cm2) 
  1.0000E+00                MeV / (mg/cm2) 
  1.0000E+03                keV / (mg/cm2) 
  1.5931E+02                 eV / (1E15 atoms/cm2)
  1.5595E+02                L.S.S. reduced units
 ==================================================================
 (C) 1984,1989,1992,1998,2008 by J.P. Biersack and J.F. Ziegler
